pedido_sk,order_id,fecha_key,cliente_sk,canal_sk,geografia_sk,tienda_sk,subtotal,tax_amount,shipping_fee,total_amount
5508,1000006524,20250117,1194,2,4,4,29160.0,6123.6,0.0,35283.6
5509,1000006525,20250816,1350,1,1693,-1,46305.0,9724.05,0.0,56029.05
5510,1000006526,20241012,1490,1,563,-1,10800.0,2268.0,900.0,13968.0
5511,1000006527,20250921,517,2,4,4,54552.0,11455.92,0.0,66007.92
5512,1000006528,20240918,907,1,2558,-1,29925.0,6284.25,900.0,37109.25
5513,1000006529,20240915,115,1,2282,-1,42750.0,8977.5,1500.0,53227.5
5514,1000006530,20241208,415,1,2776,-1,31350.0,6583.5,1200.0,39133.5
5515,1000006532,20240127,847,1,1548,-1,45000.0,9450.0,900.0,55350.0
5516,1000006533,20240204,622,1,541,-1,30000.0,6300.0,0.0,36300.0
5517,1000006535,20250112,1045,2,2,2,25080.0,5266.8,0.0,30346.8
5518,1000006536,20250308,523,1,1016,-1,59760.0,12549.6,1200.0,73509.6
5519,1000006537,20241012,1419,2,3,3,12150.0,2551.5,0.0,14701.5
5520,1000006538,20240229,733,2,4,4,28500.0,5985.0,0.0,34485.0
5521,1000006539,20250110,339,1,2626,-1,13500.0,2835.0,1500.0,17835.0
5522,1000006540,20240827,1434,2,2,2,12540.0,2633.4,0.0,15173.4
5523,1000006542,20250209,799,1,503,-1,28462.5,5977.12,900.0,35339.62
5524,1000006543,20250718,902,1,2334,-1,22800.0,4788.0,1200.0,28788.0
5525,1000006544,20240630,1133,1,300,-1,36000.0,7560.0,1200.0,44760.0
5526,1000006545,20250118,1163,1,2757,-1,46080.0,9676.8,1200.0,56956.8
5527,1000006546,20250716,186,1,1762,-1,37440.0,7862.4,0.0,45302.4
5528,1000006547,20250818,671,1,1482,-1,26850.0,5638.5,900.0,33388.5
5529,1000006548,20250811,1359,1,218,-1,14175.0,2976.75,1200.0,18351.75
5530,1000006549,20240221,835,1,2863,-1,15750.0,3307.5,900.0,19957.5
5531,1000006550,20250914,16,1,1776,-1,30870.0,6482.7,900.0,38252.7
5532,1000006551,20240522,975,1,1632,-1,26400.0,5544.0,0.0,31944.0
5533,1000006552,20250217,597,2,4,4,40500.0,8505.0,0.0,49005.0
5534,1000006554,20241226,229,1,464,-1,23520.0,4939.2,900.0,29359.2
5535,1000006555,20250322,209,1,2266,-1,27000.0,5670.0,1200.0,33870.0
5536,1000006556,20241208,236,1,2289,-1,15000.0,3150.0,900.0,19050.0
5537,1000006557,20240120,942,2,4,4,37044.0,7779.24,0.0,44823.24
5538,1000006558,20250226,1106,2,4,4,12000.0,2520.0,0.0,14520.0
5539,1000006559,20240105,778,2,1,1,35280.0,7408.8,0.0,42688.8
5540,1000006560,20241222,787,1,2385,-1,15435.0,3241.35,1200.0,19876.35
5541,1000006561,20250610,355,1,803,-1,14850.0,3118.5,900.0,18868.5
5542,1000006562,20250917,1477,1,2186,-1,23520.0,4939.2,1200.0,29659.2
5543,1000006563,20250123,334,2,2,2,25872.0,5433.12,0.0,31305.12
5544,1000006565,20240930,54,1,1295,-1,24300.0,5103.0,1200.0,30603.0
5545,1000006567,20240128,1392,1,3193,-1,27000.0,5670.0,1500.0,34170.0
5546,1000006568,20250621,856,1,408,-1,40500.0,8505.0,1200.0,50205.0
5547,1000006569,20240713,543,2,3,3,14250.0,2992.5,0.0,17242.5
5548,1000006570,20241011,1356,1,2788,-1,24000.0,5040.0,1500.0,30540.0
5549,1000006571,20240423,656,2,3,3,15000.0,3150.0,0.0,18150.0
5550,1000006573,20250827,478,1,2848,-1,29160.0,6123.6,1500.0,36783.6
5551,1000006575,20240407,585,2,2,2,16500.0,3465.0,0.0,19965.0
5552,1000006576,20240211,65,1,1047,-1,56400.0,11844.0,900.0,69144.0
5553,1000006577,20250310,1379,1,3196,-1,26850.0,5638.5,900.0,33388.5
5554,1000006578,20240401,212,2,4,4,44400.0,9324.0,0.0,53724.0
5555,1000006579,20240420,705,1,691,-1,58320.0,12247.2,900.0,71467.2
5556,1000006580,20250824,1249,1,1766,-1,40500.0,8505.0,900.0,49905.0
5557,1000006581,20241123,702,2,4,4,68880.0,14464.8,0.0,83344.8
5558,1000006582,20241231,764,2,2,2,34200.0,7182.0,0.0,41382.0
5559,1000006583,20250326,1378,2,4,4,82380.0,17299.8,0.0,99679.8
5560,1000006584,20250507,204,1,1291,-1,70020.0,14704.2,1200.0,85924.2
5561,1000006586,20250724,738,1,2691,-1,12540.0,2633.4,1200.0,16373.4
5562,1000006588,20250124,1338,1,2816,-1,51090.0,10728.9,1200.0,63018.9
5563,1000006589,20240613,727,2,2,2,40500.0,8505.0,0.0,49005.0
5564,1000006590,20240710,1491,1,489,-1,30000.0,6300.0,1200.0,37500.0
5565,1000006592,20240917,1396,1,1186,-1,110925.0,23294.25,1500.0,135719.25
5566,1000006594,20240904,1178,2,1,1,22680.0,4762.8,0.0,27442.8
5567,1000006595,20240604,235,1,1169,-1,35280.0,7408.8,1200.0,43888.8
5568,1000006596,20241231,539,1,1746,-1,13500.0,2835.0,0.0,16335.0
5569,1000006597,20250415,553,2,2,2,34200.0,7182.0,0.0,41382.0
5570,1000006598,20241208,376,2,4,4,36450.0,7654.5,0.0,44104.5
5571,1000006599,20250409,1377,1,151,-1,22800.0,4788.0,1200.0,28788.0
5572,1000006600,20240403,619,2,1,1,31752.0,6667.92,0.0,38419.92
5573,1000006601,20240329,47,1,1483,-1,46305.0,9724.05,1200.0,57229.05
5574,1000006602,20240208,666,2,2,2,12825.0,2693.25,0.0,15518.25
5575,1000006603,20240919,778,1,938,-1,58350.0,12253.5,1200.0,71803.5
5576,1000006604,20240920,1457,1,552,-1,47628.0,10001.88,1500.0,59129.88
5577,1000006605,20240605,932,1,1798,-1,63060.0,13242.6,1200.0,77502.6
5578,1000006606,20240921,478,1,2298,-1,23520.0,4939.2,900.0,29359.2
5579,1000006607,20250903,1480,1,1162,-1,45000.0,9450.0,1500.0,55950.0
5580,1000006608,20250417,994,1,2345,-1,16500.0,3465.0,1200.0,21165.0
5581,1000006609,20241114,165,2,1,1,45000.0,9450.0,0.0,54450.0
5582,1000006611,20240706,445,1,2411,-1,36300.0,7623.0,0.0,43923.0
5583,1000006612,20240602,321,1,2149,-1,37044.0,7779.24,900.0,45723.24
5584,1000006613,20250725,975,1,158,-1,40380.0,8479.8,0.0,48859.8
5585,1000006614,20240720,916,2,4,4,74700.0,15687.0,0.0,90387.0
5586,1000006616,20250613,1227,2,3,3,48210.0,10124.1,0.0,58334.1
5587,1000006617,20240212,528,2,1,1,44160.0,9273.6,0.0,53433.6
5588,1000006618,20241214,809,2,1,1,38808.0,8149.68,0.0,46957.68
5589,1000006619,20250624,1105,2,1,1,35340.0,7421.4,0.0,42761.4
5590,1000006620,20250501,261,1,1790,-1,29700.0,6237.0,1200.0,37137.0
5591,1000006621,20240517,751,2,2,2,14700.0,3087.0,0.0,17787.0
5592,1000006623,20250810,118,2,3,3,34200.0,7182.0,0.0,41382.0
5593,1000006624,20241220,100,1,1668,-1,15000.0,3150.0,900.0,19050.0
5594,1000006625,20250812,780,1,1274,-1,14700.0,3087.0,1500.0,19287.0
5595,1000006626,20240114,91,2,4,4,98100.0,20601.0,0.0,118701.0
5596,1000006628,20240228,279,1,3025,-1,26460.0,5556.6,900.0,32916.6
5597,1000006630,20240313,1359,1,2574,-1,23940.0,5027.4,900.0,29867.4
5598,1000006631,20240707,589,1,311,-1,34200.0,7182.0,900.0,42282.0
5599,1000006632,20250911,1489,2,1,1,39600.0,8316.0,0.0,47916.0
5600,1000006633,20240914,776,2,1,1,12825.0,2693.25,0.0,15518.25
5601,1000006634,20250205,257,1,2532,-1,21168.0,4445.28,900.0,26513.28
5602,1000006635,20250916,252,1,1907,-1,14250.0,2992.5,1200.0,18442.5
5603,1000006636,20250303,1036,1,1231,-1,11400.0,2394.0,900.0,14694.0
5604,1000006637,20250103,456,1,2541,-1,46548.0,9775.08,0.0,56323.08
5605,1000006638,20250506,707,1,1363,-1,28500.0,5985.0,1200.0,35685.0
5606,1000006641,20240128,970,1,337,-1,42960.0,9021.6,1200.0,53181.6
5607,1000006643,20250731,135,1,1323,-1,35160.0,7383.6,1500.0,44043.6
5608,1000006644,20250901,814,1,2399,-1,56070.0,11774.7,1200.0,69044.7
5609,1000006645,20241119,248,1,1462,-1,29400.0,6174.0,900.0,36474.0
5610,1000006646,20240430,966,1,419,-1,63000.0,13230.0,1200.0,77430.0
5611,1000006647,20240910,380,1,2087,-1,27000.0,5670.0,0.0,32670.0
5612,1000006648,20240119,1144,1,2826,-1,11340.0,2381.4,1500.0,15221.4
5613,1000006649,20250730,487,2,3,3,38475.0,8079.75,0.0,46554.75
5614,1000006651,20250823,1383,1,1652,-1,36000.0,7560.0,1500.0,45060.0
5615,1000006652,20250502,1292,1,822,-1,13500.0,2835.0,1200.0,17535.0
5616,1000006653,20240828,190,1,1962,-1,30000.0,6300.0,900.0,37200.0
5617,1000006654,20250119,159,2,4,4,29700.0,6237.0,0.0,35937.0
5618,1000006657,20241213,271,2,2,2,14250.0,2992.5,0.0,17242.5
5619,1000006658,20250228,143,1,474,-1,47025.0,9875.25,900.0,57800.25
5620,1000006659,20250721,1043,2,1,1,44850.0,9418.5,0.0,54268.5
5621,1000006660,20250730,432,2,3,3,50962.5,10702.12,0.0,61664.62
5622,1000006661,20240827,521,1,1654,-1,14700.0,3087.0,1200.0,18987.0
5623,1000006662,20240307,1159,1,2255,-1,15750.0,3307.5,1200.0,20257.5
5624,1000006663,20240104,668,2,2,2,11880.0,2494.8,0.0,14374.8
5625,1000006665,20250414,1315,1,2068,-1,51300.0,10773.0,0.0,62073.0
5626,1000006666,20250615,760,2,3,3,69000.0,14490.0,0.0,83490.0
5627,1000006668,20240812,1231,2,1,1,12000.0,2520.0,0.0,14520.0
5628,1000006669,20240228,1222,2,3,3,12000.0,2520.0,0.0,14520.0
5629,1000006670,20240727,1480,1,2573,-1,21600.0,4536.0,900.0,27036.0
5630,1000006672,20250427,873,1,2581,-1,49650.0,10426.5,900.0,60976.5
5631,1000006673,20240816,201,2,3,3,55350.0,11623.5,0.0,66973.5
5632,1000006674,20240325,301,2,2,2,35280.0,7408.8,0.0,42688.8
5633,1000006675,20240418,1413,2,2,2,45000.0,9450.0,0.0,54450.0
5634,1000006676,20240316,881,2,1,1,42540.0,8933.4,0.0,51473.4
5635,1000006678,20250908,649,1,3169,-1,30780.0,6463.8,0.0,37243.8
5636,1000006679,20241015,286,2,4,4,39690.0,8334.9,0.0,48024.9
5637,1000006680,20250930,318,1,2032,-1,37044.0,7779.24,1200.0,46023.24
5638,1000006681,20250506,1143,2,1,1,11760.0,2469.6,0.0,14229.6
5639,1000006682,20240713,1228,2,2,2,34425.0,7229.25,0.0,41654.25
5640,1000006684,20241208,1078,1,996,-1,28500.0,5985.0,1500.0,35985.0
5641,1000006685,20241102,400,2,2,2,14700.0,3087.0,0.0,17787.0
5642,1000006687,20250730,518,1,2484,-1,101010.0,21212.1,1200.0,123422.1
5643,1000006688,20240522,815,2,4,4,44887.5,9426.38,0.0,54313.88
5644,1000006689,20240204,743,1,2433,-1,14250.0,2992.5,900.0,18142.5
5645,1000006690,20240201,736,2,3,3,78300.0,16443.0,0.0,94743.0
5646,1000006691,20240714,445,2,4,4,36000.0,7560.0,0.0,43560.0
5647,1000006692,20241231,557,2,2,2,25080.0,5266.8,0.0,30346.8
5648,1000006694,20250401,174,2,1,1,30780.0,6463.8,0.0,37243.8
5649,1000006696,20250502,990,1,1791,-1,27000.0,5670.0,1500.0,34170.0
5650,1000006697,20240719,1137,1,584,-1,12825.0,2693.25,0.0,15518.25
5651,1000006698,20240925,402,1,2841,-1,24000.0,5040.0,1200.0,30240.0
5652,1000006700,20240515,547,2,4,4,35280.0,7408.8,0.0,42688.8
5653,1000006701,20241012,22,2,2,2,63210.0,13274.1,0.0,76484.1
5654,1000006702,20240710,1222,1,1813,-1,34200.0,7182.0,0.0,41382.0
5655,1000006703,20240205,340,1,1385,-1,14250.0,2992.5,1200.0,18442.5
5656,1000006704,20240308,243,1,2605,-1,14250.0,2992.5,1200.0,18442.5
5657,1000006706,20241202,158,2,4,4,58020.0,12184.2,0.0,70204.2
5658,1000006707,20240127,238,2,3,3,14250.0,2992.5,0.0,17242.5
5659,1000006709,20250426,343,1,1470,-1,44748.0,9397.08,1200.0,55345.08
5660,1000006710,20240825,1252,1,913,-1,12000.0,2520.0,900.0,15420.0
5661,1000006711,20240622,1347,1,1127,-1,25200.0,5292.0,0.0,30492.0
5662,1000006713,20250725,841,1,2873,-1,9720.0,2041.2,1200.0,12961.2
5663,1000006714,20250128,1487,1,1199,-1,12348.0,2593.08,1200.0,16141.08
5664,1000006715,20250315,837,1,2469,-1,30000.0,6300.0,0.0,36300.0
5665,1000006716,20240211,184,2,2,2,57000.0,11970.0,0.0,68970.0
5666,1000006717,20241012,1166,2,1,1,29400.0,6174.0,0.0,35574.0
5667,1000006718,20241014,997,1,1535,-1,12000.0,2520.0,1500.0,16020.0
5668,1000006719,20250123,1034,1,364,-1,15675.0,3291.75,1500.0,20466.75
5669,1000006720,20240811,398,1,2667,-1,44887.5,9426.38,0.0,54313.88
5670,1000006722,20240809,501,2,2,2,11760.0,2469.6,0.0,14229.6
5671,1000006723,20250408,794,1,70,-1,34200.0,7182.0,900.0,42282.0
5672,1000006724,20241111,8,1,2547,-1,13500.0,2835.0,900.0,17235.0
5673,1000006726,20240509,52,1,1358,-1,27510.0,5777.1,900.0,34187.1
5674,1000006727,20250312,451,1,1517,-1,89790.0,18855.9,900.0,109545.9
5675,1000006728,20240923,913,2,4,4,25650.0,5386.5,0.0,31036.5
5676,1000006729,20240804,1425,1,1700,-1,10800.0,2268.0,900.0,13968.0
5677,1000006730,20250819,1163,1,360,-1,35910.0,7541.1,1200.0,44651.1
5678,1000006731,20240227,1199,1,2014,-1,30000.0,6300.0,1200.0,37500.0
5679,1000006732,20240319,1433,1,1716,-1,32400.0,6804.0,0.0,39204.0
5680,1000006733,20240624,1321,1,777,-1,25080.0,5266.8,900.0,31246.8
5681,1000006734,20250618,713,1,595,-1,79425.0,16679.25,1200.0,97304.25
5682,1000006735,20250223,1331,1,1766,-1,11400.0,2394.0,0.0,13794.0
5683,1000006736,20240629,979,2,4,4,69000.0,14490.0,0.0,83490.0
5684,1000006737,20250825,820,1,2380,-1,30000.0,6300.0,900.0,37200.0
5685,1000006738,20250609,1267,1,2065,-1,21600.0,4536.0,1200.0,27336.0
5686,1000006739,20250731,184,2,3,3,45000.0,9450.0,0.0,54450.0
5687,1000006740,20250128,486,1,2787,-1,73620.0,15460.2,1200.0,90280.2
5688,1000006741,20241022,417,1,1480,-1,40500.0,8505.0,1200.0,50205.0
5689,1000006742,20240518,982,1,537,-1,61200.0,12852.0,1500.0,75552.0
5690,1000006744,20240202,45,1,797,-1,9720.0,2041.2,1500.0,13261.2
5691,1000006745,20250524,535,1,2907,-1,63300.0,13293.0,900.0,77493.0
5692,1000006746,20240511,177,1,2033,-1,12600.0,2646.0,1200.0,16446.0
5693,1000006747,20250716,1229,2,4,4,44887.5,9426.38,0.0,54313.88
5694,1000006750,20240312,158,1,727,-1,45000.0,9450.0,900.0,55350.0
5695,1000006751,20240725,915,2,3,3,46215.0,9705.15,0.0,55920.15
5696,1000006752,20250131,281,1,122,-1,59700.0,12537.0,1500.0,73737.0
5697,1000006753,20250223,403,1,3105,-1,36000.0,7560.0,900.0,44460.0
5698,1000006754,20250715,955,1,1970,-1,42750.0,8977.5,900.0,52627.5
5699,1000006755,20240614,991,1,212,-1,16170.0,3395.7,900.0,20465.7
5700,1000006756,20250910,1128,2,2,2,37770.0,7931.7,0.0,45701.7
5701,1000006757,20240407,1399,2,4,4,47250.0,9922.5,0.0,57172.5
5702,1000006758,20250126,1366,2,4,4,27000.0,5670.0,0.0,32670.0
5703,1000006759,20240723,654,1,1244,-1,12600.0,2646.0,1200.0,16446.0
5704,1000006760,20240709,791,1,931,-1,46305.0,9724.05,1200.0,57229.05
5705,1000006761,20250804,246,2,3,3,27675.0,5811.75,0.0,33486.75
5706,1000006762,20241207,997,2,2,2,11340.0,2381.4,0.0,13721.4
5707,1000006763,20250215,122,1,3195,-1,14250.0,2992.5,900.0,18142.5
5708,1000006764,20250411,522,2,4,4,11400.0,2394.0,0.0,13794.0
5709,1000006765,20240915,978,1,2652,-1,38580.0,8101.8,0.0,46681.8
5710,1000006766,20250621,1380,1,2730,-1,13500.0,2835.0,1200.0,17535.0
5711,1000006767,20250310,731,2,1,1,51000.0,10710.0,0.0,61710.0
5712,1000006768,20250429,406,1,1083,-1,35100.0,7371.0,0.0,42471.0
5713,1000006769,20240126,254,2,1,1,44100.0,9261.0,0.0,53361.0
5714,1000006770,20240120,412,1,2952,-1,36000.0,7560.0,1200.0,44760.0
5715,1000006771,20241212,1233,1,2237,-1,13500.0,2835.0,1200.0,17535.0
5716,1000006773,20250430,867,1,2,-1,71400.0,14994.0,900.0,87294.0
5717,1000006774,20241213,155,1,933,-1,46080.0,9676.8,900.0,56656.8
5718,1000006775,20241008,168,2,2,2,37800.0,7938.0,0.0,45738.0
5719,1000006776,20240125,1405,1,2411,-1,10800.0,2268.0,900.0,13968.0
5720,1000006777,20241123,1255,1,646,-1,60900.0,12789.0,900.0,74589.0
5721,1000006778,20250408,66,1,193,-1,10260.0,2154.6,0.0,12414.6
5722,1000006780,20240505,1191,2,2,2,35910.0,7541.1,0.0,43451.1
5723,1000006781,20241103,549,2,3,3,22680.0,4762.8,0.0,27442.8
5724,1000006782,20250405,384,1,1854,-1,14250.0,2992.5,0.0,17242.5
5725,1000006783,20240711,565,2,1,1,55800.0,11718.0,0.0,67518.0
5726,1000006784,20250822,1398,2,3,3,35340.0,7421.4,0.0,42761.4
5727,1000006785,20250118,492,2,2,2,44887.5,9426.38,0.0,54313.88
5728,1000006787,20240411,972,2,4,4,48510.0,10187.1,0.0,58697.1
5729,1000006788,20250321,965,2,4,4,27000.0,5670.0,0.0,32670.0
5730,1000006789,20250125,1161,2,4,4,35910.0,7541.1,0.0,43451.1
5731,1000006791,20240623,322,1,1965,-1,37620.0,7900.2,900.0,46420.2
5732,1000006792,20250515,1023,2,3,3,32400.0,6804.0,0.0,39204.0
5733,1000006793,20241010,653,2,1,1,39690.0,8334.9,0.0,48024.9
5734,1000006795,20250630,1400,1,253,-1,42750.0,8977.5,900.0,52627.5
5735,1000006796,20250506,727,2,4,4,44887.5,9426.38,0.0,54313.88
5736,1000006797,20240829,1238,1,561,-1,45000.0,9450.0,900.0,55350.0
5737,1000006798,20250201,769,1,460,-1,11400.0,2394.0,0.0,13794.0
5738,1000006799,20250603,16,2,1,1,11400.0,2394.0,0.0,13794.0
5739,1000006800,20250420,1116,1,1412,-1,35640.0,7484.4,1200.0,44324.4
5740,1000006802,20250910,339,1,1590,-1,44100.0,9261.0,1200.0,54561.0
5741,1000006803,20240714,1296,1,867,-1,67500.0,14175.0,900.0,82575.0
5742,1000006804,20240314,1477,2,2,2,20520.0,4309.2,0.0,24829.2
5743,1000006805,20241121,418,1,785,-1,76770.0,16121.7,1500.0,94391.7
5744,1000006806,20240428,682,2,2,2,12348.0,2593.08,0.0,14941.08
5745,1000006807,20240326,1076,1,3171,-1,81000.0,17010.0,900.0,98910.0
5746,1000006808,20250807,222,1,1013,-1,105660.0,22188.6,1200.0,129048.6
5747,1000006809,20250810,810,1,21,-1,42750.0,8977.5,900.0,52627.5
5748,1000006810,20250903,1311,1,986,-1,11400.0,2394.0,0.0,13794.0
5749,1000006812,20240518,1094,1,974,-1,30000.0,6300.0,0.0,36300.0
5750,1000006816,20250722,1128,2,2,2,35910.0,7541.1,0.0,43451.1
5751,1000006817,20250407,161,2,4,4,34200.0,7182.0,0.0,41382.0
5752,1000006819,20250718,768,1,906,-1,36450.0,7654.5,900.0,45004.5
5753,1000006820,20240413,1363,1,2698,-1,68100.0,14301.0,900.0,83301.0
5754,1000006821,20240415,362,2,1,1,14175.0,2976.75,0.0,17151.75
5755,1000006822,20240421,311,2,4,4,89220.0,18736.2,0.0,107956.2
5756,1000006823,20241006,1108,1,168,-1,40500.0,8505.0,0.0,49005.0
5757,1000006824,20240518,1048,1,741,-1,44100.0,9261.0,0.0,53361.0
5758,1000006826,20240720,1240,1,2616,-1,55860.0,11730.6,1200.0,68790.6
5759,1000006827,20240124,773,2,1,1,59130.0,12417.3,0.0,71547.3
5760,1000006829,20241002,245,1,1351,-1,42750.0,8977.5,1200.0,52927.5
5761,1000006830,20240424,1355,1,422,-1,12000.0,2520.0,900.0,15420.0
5762,1000006831,20241121,518,1,2456,-1,28500.0,5985.0,1200.0,35685.0
5763,1000006832,20240718,116,1,1695,-1,32400.0,6804.0,1500.0,40704.0
5764,1000006833,20240827,902,1,1321,-1,70650.0,14836.5,1500.0,86986.5
5765,1000006834,20250312,1302,2,1,1,23520.0,4939.2,0.0,28459.2
5766,1000006835,20240105,565,1,2014,-1,35280.0,7408.8,900.0,43588.8
5767,1000006836,20250113,235,1,478,-1,21600.0,4536.0,0.0,26136.0
5768,1000006837,20240912,606,2,2,2,12000.0,2520.0,0.0,14520.0
5769,1000006838,20250724,467,2,1,1,29400.0,6174.0,0.0,35574.0
5770,1000006839,20241209,19,1,2572,-1,48375.0,10158.75,1200.0,59733.75
5771,1000006841,20250108,321,1,2501,-1,32400.0,6804.0,900.0,40104.0
5772,1000006842,20250729,656,2,3,3,29400.0,6174.0,0.0,35574.0
5773,1000006843,20250923,1209,1,277,-1,16170.0,3395.7,0.0,19565.7
5774,1000006845,20250115,466,1,2803,-1,66600.0,13986.0,1500.0,82086.0
5775,1000006846,20250812,128,1,2975,-1,37020.0,7774.2,900.0,45694.2
5776,1000006847,20240906,1252,1,749,-1,36450.0,7654.5,0.0,44104.5
5777,1000006848,20250615,86,1,1267,-1,40500.0,8505.0,0.0,49005.0
5778,1000006849,20240118,312,1,2955,-1,34398.0,7223.58,900.0,42521.58
5779,1000006850,20250720,360,2,4,4,36000.0,7560.0,0.0,43560.0
5780,1000006851,20240911,823,1,595,-1,12150.0,2551.5,1200.0,15901.5
5781,1000006853,20250303,1388,1,614,-1,52470.0,11018.7,1200.0,64688.7
5782,1000006854,20240215,39,2,4,4,40500.0,8505.0,0.0,49005.0
5783,1000006855,20240908,192,1,2098,-1,38475.0,8079.75,1200.0,47754.75
5784,1000006856,20240114,980,1,221,-1,10584.0,2222.64,1200.0,14006.64
5785,1000006857,20250915,492,1,3014,-1,49500.0,10395.0,0.0,59895.0
5786,1000006858,20241014,356,1,1124,-1,26010.0,5462.1,900.0,32372.1
5787,1000006859,20240102,1101,1,929,-1,10260.0,2154.6,900.0,13314.6
5788,1000006860,20240915,1081,1,2675,-1,14700.0,3087.0,900.0,18687.0
5789,1000006861,20250615,1448,1,15,-1,12150.0,2551.5,900.0,15601.5
5790,1000006862,20250114,1216,2,3,3,21600.0,4536.0,0.0,26136.0
5791,1000006863,20240523,731,1,1825,-1,10800.0,2268.0,1200.0,14268.0
5792,1000006864,20250704,522,1,828,-1,11760.0,2469.6,1200.0,15429.6
5793,1000006865,20250823,96,1,666,-1,21600.0,4536.0,1200.0,27336.0
5794,1000006866,20250310,831,2,4,4,28350.0,5953.5,0.0,34303.5
5795,1000006867,20250131,1222,1,984,-1,30000.0,6300.0,0.0,36300.0
5796,1000006868,20240314,1216,2,4,4,61740.0,12965.4,0.0,74705.4
5797,1000006869,20240127,1384,1,119,-1,21600.0,4536.0,1200.0,27336.0
5798,1000006870,20241106,660,1,1602,-1,12825.0,2693.25,1200.0,16718.25
5799,1000006871,20250814,61,2,2,2,21600.0,4536.0,0.0,26136.0
5800,1000006872,20240328,489,1,1393,-1,36000.0,7560.0,900.0,44460.0
5801,1000006873,20240919,89,2,1,1,11760.0,2469.6,0.0,14229.6
5802,1000006874,20250922,259,1,486,-1,34200.0,7182.0,1200.0,42582.0
5803,1000006875,20250608,939,2,4,4,14962.5,3142.12,0.0,18104.62
5804,1000006876,20250215,87,1,1558,-1,23520.0,4939.2,900.0,29359.2
5805,1000006877,20240804,354,2,3,3,12936.0,2716.56,0.0,15652.56
5806,1000006878,20250510,1118,1,1875,-1,25200.0,5292.0,1200.0,31692.0
5807,1000006879,20250516,435,2,2,2,39600.0,8316.0,0.0,47916.0
5808,1000006880,20241123,175,2,4,4,21600.0,4536.0,0.0,26136.0
5809,1000006881,20241114,1370,1,877,-1,16500.0,3465.0,900.0,20865.0
5810,1000006882,20240508,6,1,1470,-1,13200.0,2772.0,900.0,16872.0
5811,1000006884,20250704,82,1,2420,-1,77805.0,16339.05,900.0,95044.05
5812,1000006885,20250511,28,1,1678,-1,11880.0,2494.8,900.0,15274.8
5813,1000006886,20250113,789,1,2116,-1,24000.0,5040.0,900.0,29940.0
5814,1000006887,20240518,318,1,3019,-1,28500.0,5985.0,1200.0,35685.0
5815,1000006888,20240714,642,1,1270,-1,15000.0,3150.0,900.0,19050.0
5816,1000006890,20250511,50,1,476,-1,51744.0,10866.24,0.0,62610.24
5817,1000006891,20250510,132,2,1,1,22680.0,4762.8,0.0,27442.8
5818,1000006892,20240410,209,1,32,-1,25650.0,5386.5,1200.0,32236.5
5819,1000006893,20250719,685,1,3176,-1,38430.0,8070.3,0.0,46500.3
5820,1000006896,20250702,1302,2,1,1,23520.0,4939.2,0.0,28459.2
5821,1000006897,20240105,1060,2,2,2,45000.0,9450.0,0.0,54450.0
5822,1000006898,20240320,1063,2,2,2,23520.0,4939.2,0.0,28459.2
5823,1000006901,20240626,231,1,797,-1,32400.0,6804.0,900.0,40104.0
5824,1000006903,20240623,916,1,2610,-1,25650.0,5386.5,900.0,31936.5
5825,1000006905,20250329,517,2,1,1,72600.0,15246.0,0.0,87846.0
5826,1000006906,20241022,1330,1,2664,-1,48375.0,10158.75,1200.0,59733.75
5827,1000006907,20250916,819,2,4,4,44550.0,9355.5,0.0,53905.5
5828,1000006909,20240310,746,1,3204,-1,21600.0,4536.0,900.0,27036.0
5829,1000006910,20250409,641,1,519,-1,29400.0,6174.0,1500.0,37074.0
5830,1000006911,20240110,1495,1,2562,-1,24682.5,5183.32,1200.0,31065.82
5831,1000006912,20250210,718,2,2,2,11400.0,2394.0,0.0,13794.0
5832,1000006913,20250827,971,2,3,3,60252.0,12652.92,0.0,72904.92
5833,1000006914,20240222,391,1,1184,-1,42750.0,8977.5,900.0,52627.5
5834,1000006915,20250507,1007,2,1,1,10800.0,2268.0,0.0,13068.0
5835,1000006916,20240303,184,1,1203,-1,57720.0,12121.2,900.0,70741.2
5836,1000006917,20250108,333,1,742,-1,10800.0,2268.0,1500.0,14568.0
5837,1000006918,20240420,458,2,1,1,14700.0,3087.0,0.0,17787.0
5838,1000006919,20240125,489,1,608,-1,36000.0,7560.0,1500.0,45060.0
5839,1000006920,20250413,152,2,1,1,30750.0,6457.5,0.0,37207.5
5840,1000006921,20240312,481,1,1858,-1,24696.0,5186.16,1200.0,31082.16
5841,1000006922,20241219,1261,2,4,4,14250.0,2992.5,0.0,17242.5
5842,1000006924,20250715,477,2,3,3,42750.0,8977.5,0.0,51727.5
5843,1000006925,20240211,1309,1,3109,-1,22260.0,4674.6,1500.0,28434.6
5844,1000006927,20240813,842,1,2705,-1,45600.0,9576.0,1200.0,56376.0
5845,1000006928,20250412,498,1,2931,-1,24000.0,5040.0,900.0,29940.0
5846,1000006929,20240802,903,2,1,1,22800.0,4788.0,0.0,27588.0
5847,1000006930,20250928,516,2,4,4,49410.0,10376.1,0.0,59786.1
5848,1000006931,20240418,176,1,2951,-1,47100.0,9891.0,1200.0,58191.0
5849,1000006932,20240924,1423,2,1,1,88425.0,18569.25,0.0,106994.25
