nps_sk,nps_id,fecha_key,cliente_sk,canal_sk,score
1578,13000001577,20250503,447,1,8
1579,13000001578,20241121,900,1,8
1580,13000001579,20250411,304,1,8
1581,13000001580,20250911,954,2,8
1582,13000001581,20250507,765,1,5
1583,13000001582,20250902,731,1,5
1584,13000001583,20250923,938,1,7
1585,13000001584,20250728,105,1,3
1586,13000001585,20250825,1346,1,7
1587,13000001586,20240730,563,2,5
1588,13000001587,20250511,41,1,7
1589,13000001588,20240408,947,1,7
1590,13000001589,20240717,1259,2,9
1591,13000001590,20250102,110,1,7
1592,13000001591,20240611,375,2,6
1593,13000001592,20250123,229,1,5
1594,13000001593,20240825,425,1,8
1595,13000001594,20250203,1452,2,9
1596,13000001595,20250225,366,1,10
1597,13000001596,20241009,983,2,9
1598,13000001597,20241010,1418,2,10
1599,13000001598,20250130,943,1,10
1600,13000001599,20250707,1162,1,10
1601,13000001600,20240224,117,2,10
1602,13000001601,20240613,68,1,9
1603,13000001602,20250808,763,1,10
1604,13000001603,20240123,45,1,8
1605,13000001604,20240515,930,1,10
1606,13000001605,20240318,743,1,3
1607,13000001606,20250317,578,2,7
1608,13000001607,20250315,1409,2,8
1609,13000001608,20240828,831,2,9
1610,13000001609,20250404,862,2,9
1611,13000001610,20240305,391,1,5
1612,13000001611,20240619,1044,1,9
1613,13000001612,20241004,539,2,8
1614,13000001613,20250205,758,2,8
1615,13000001614,20240407,616,2,5
1616,13000001615,20250509,1281,1,8
1617,13000001616,20250710,1029,2,9
1618,13000001617,20250917,160,1,10
1619,13000001618,20241127,1004,2,9
1620,13000001619,20241103,522,2,9
1621,13000001620,20250702,474,1,8
1622,13000001621,20240729,809,2,3
1623,13000001622,20250127,1000,2,6
1624,13000001623,20240804,657,1,10
1625,13000001624,20250328,1183,1,8
1626,13000001625,20250922,549,2,9
1627,13000001626,20240211,1483,1,10
1628,13000001627,20240605,958,1,8
1629,13000001628,20240706,13,2,10
1630,13000001629,20250822,810,1,10
1631,13000001630,20240717,1336,1,5
1632,13000001631,20240411,672,1,5
1633,13000001632,20240716,445,1,8
1634,13000001633,20250531,1127,2,6
1635,13000001634,20241007,604,1,8
1636,13000001635,20250112,433,1,7
1637,13000001636,20251003,1234,1,5
1638,13000001637,20240615,70,1,6
1639,13000001638,20250824,540,1,9
1640,13000001639,20250224,606,1,6
1641,13000001640,20250303,1351,2,9
1642,13000001641,20250106,714,1,10
1643,13000001642,20241124,1011,2,7
1644,13000001643,20250409,349,2,10
1645,13000001644,20240210,422,2,9
1646,13000001645,20240327,972,2,8
1647,13000001646,20240901,1008,2,8
1648,13000001647,20241125,14,1,2
1649,13000001648,20240620,1124,1,7
1650,13000001649,20241117,976,2,9
1651,13000001650,20250221,1434,1,8
1652,13000001651,20240904,1388,2,7
1653,13000001652,20250519,1326,2,9
1654,13000001653,20250814,1296,1,8
1655,13000001654,20250906,1414,1,7
1656,13000001655,20240312,751,2,7
1657,13000001656,20241013,825,2,10
1658,13000001657,20241225,1199,2,8
1659,13000001658,20240921,955,1,7
1660,13000001659,20240829,433,2,7
1661,13000001660,20240301,1431,1,5
1662,13000001661,20251004,1274,1,6
1663,13000001662,20240114,1323,1,2
1664,13000001663,20240513,712,1,3
1665,13000001664,20241005,62,1,10
1666,13000001665,20241119,269,2,4
1667,13000001666,20241011,1214,1,8
1668,13000001667,20250225,242,2,4
1669,13000001668,20240630,118,1,8
1670,13000001669,20250215,375,1,9
1671,13000001670,20250302,597,2,7
1672,13000001671,20250711,928,1,8
1673,13000001672,20240202,388,2,9
1674,13000001673,20240426,1141,1,6
1675,13000001674,20250413,1358,2,8
1676,13000001675,20240226,882,2,8
1677,13000001676,20250802,402,1,7
1678,13000001677,20240229,542,1,9
1679,13000001678,20241129,901,1,9
1680,13000001679,20240614,386,1,7
1681,13000001680,20250329,1359,2,7
1682,13000001681,20240617,371,1,9
1683,13000001682,20240626,511,1,7
1684,13000001683,20240717,852,1,9
1685,13000001684,20250804,668,1,9
1686,13000001685,20250831,999,2,8
1687,13000001686,20240920,380,1,10
1688,13000001687,20250117,1485,2,1
1689,13000001688,20240323,1302,1,8
1690,13000001689,20250420,1319,1,6
1691,13000001690,20240115,196,1,7
1692,13000001691,20250928,343,2,6
1693,13000001692,20241230,518,2,9
1694,13000001693,20240318,414,2,9
1695,13000001694,20250616,415,2,9
1696,13000001695,20250811,1372,1,8
1697,13000001696,20240316,995,1,7
1698,13000001697,20250707,487,1,3
1699,13000001698,20240309,279,1,8
1700,13000001699,20240508,1176,1,8
1701,13000001700,20241128,1166,2,9
1702,13000001701,20241001,996,2,8
1703,13000001702,20240602,746,1,5
1704,13000001703,20250927,1048,1,7
1705,13000001704,20240109,1042,2,4
1706,13000001705,20250830,433,1,7
1707,13000001706,20250618,671,1,10
1708,13000001707,20250829,347,1,10
1709,13000001708,20240901,878,1,1
1710,13000001709,20240129,1432,1,2
1711,13000001710,20250827,160,2,8
1712,13000001711,20250528,339,1,9
1713,13000001712,20250425,119,1,1
1714,13000001713,20241105,462,2,9
1715,13000001714,20250803,744,1,7
1716,13000001715,20240328,760,2,6
1717,13000001716,20240725,189,2,7
1718,13000001717,20240426,720,1,7
1719,13000001718,20240903,1034,2,9
1720,13000001719,20250806,1346,2,3
1721,13000001720,20250902,1281,1,8
1722,13000001721,20241225,463,1,4
1723,13000001722,20240207,665,2,0
1724,13000001723,20250318,42,1,9
1725,13000001724,20241118,24,1,8
1726,13000001725,20241126,1004,1,7
1727,13000001726,20240125,1220,2,9
1728,13000001727,20250419,794,1,7
1729,13000001728,20240219,184,2,9
1730,13000001729,20240627,78,2,7
1731,13000001730,20250218,246,1,8
1732,13000001731,20240324,519,1,5
1733,13000001732,20250609,569,1,7
1734,13000001733,20241020,721,2,8
1735,13000001734,20240515,234,2,10
1736,13000001735,20240904,355,2,9
1737,13000001736,20250908,1477,1,4
1738,13000001737,20250526,292,1,2
1739,13000001738,20250807,829,2,5
1740,13000001739,20240409,637,1,3
1741,13000001740,20240322,481,1,7
1742,13000001741,20250321,117,2,10
1743,13000001742,20250603,427,1,0
1744,13000001743,20250130,971,1,7
1745,13000001744,20241124,891,1,7
1746,13000001745,20250312,1400,2,8
1747,13000001746,20240814,1360,1,2
1748,13000001747,20240610,1227,1,6
1749,13000001748,20240925,581,1,2
1750,13000001749,20240424,884,2,8
1751,13000001750,20250906,609,2,8
1752,13000001751,20250409,500,2,6
1753,13000001752,20241010,325,2,10
1754,13000001753,20240313,848,1,10
1755,13000001754,20241009,1116,1,8
1756,13000001755,20250916,1251,2,8
1757,13000001756,20241119,1439,2,2
1758,13000001757,20240911,900,2,7
1759,13000001758,20240903,434,1,10
1760,13000001759,20250730,134,2,10
1761,13000001760,20251007,131,2,9
1762,13000001761,20250304,547,2,6
1763,13000001762,20240831,946,1,3
1764,13000001763,20250110,1267,1,10
1765,13000001764,20240408,331,2,10
1766,13000001765,20250723,44,1,3
1767,13000001766,20240402,1194,2,9
1768,13000001767,20250609,734,1,6
1769,13000001768,20240829,543,2,9
1770,13000001769,20250324,140,1,8
1771,13000001770,20241001,474,2,6
1772,13000001771,20240119,1038,1,9
1773,13000001772,20240614,925,2,3
1774,13000001773,20240402,301,2,1
1775,13000001774,20241214,750,2,10
1776,13000001775,20240705,828,1,10
1777,13000001776,20241009,1174,1,6
1778,13000001777,20240529,882,2,10
1779,13000001778,20241217,1440,1,7
1780,13000001779,20240909,422,1,6
1781,13000001780,20240518,505,1,10
1782,13000001781,20240407,105,2,4
1783,13000001782,20240507,524,1,4
1784,13000001783,20241120,220,2,0
1785,13000001784,20250124,737,1,9
1786,13000001785,20240428,68,1,8
1787,13000001786,20241123,975,1,4
1788,13000001787,20250108,12,2,5
1789,13000001788,20240507,1284,2,9
1790,13000001789,20240707,326,1,9
1791,13000001790,20250217,1098,2,9
1792,13000001791,20240814,727,2,8
1793,13000001792,20240414,521,2,3
1794,13000001793,20240923,5,2,6
1795,13000001794,20241101,1079,1,9
1796,13000001795,20250702,971,1,1
1797,13000001796,20250611,841,2,8
1798,13000001797,20240613,1327,2,6
1799,13000001798,20250301,435,1,8
1800,13000001799,20240416,376,2,8
1801,13000001800,20240328,88,1,6
1802,13000001801,20250425,299,2,6
1803,13000001802,20240606,687,2,10
1804,13000001803,20250908,476,2,4
1805,13000001804,20240806,1013,1,3
1806,13000001805,20250802,578,1,8
1807,13000001806,20250408,32,1,8
1808,13000001807,20241115,213,2,3
1809,13000001808,20250331,766,2,6
1810,13000001809,20250920,509,1,8
1811,13000001810,20240906,725,2,2
1812,13000001811,20241220,3,2,10
1813,13000001812,20241123,1003,2,8
1814,13000001813,20240924,825,1,3
1815,13000001814,20250825,458,1,6
1816,13000001815,20250821,1342,1,8
1817,13000001816,20240729,1391,2,4
1818,13000001817,20250527,1246,2,8
1819,13000001818,20250702,719,1,3
1820,13000001819,20250121,209,1,8
1821,13000001820,20250401,71,2,8
1822,13000001821,20240914,156,2,9
1823,13000001822,20240324,1148,1,9
1824,13000001823,20240122,1184,2,7
1825,13000001824,20240214,1116,1,7
1826,13000001825,20250410,623,2,6
1827,13000001826,20250131,1330,1,9
1828,13000001827,20240208,370,1,4
1829,13000001828,20240324,566,1,7
1830,13000001829,20240323,93,2,10
1831,13000001830,20250120,814,1,1
1832,13000001831,20251007,247,1,9
1833,13000001832,20250527,1286,2,1
1834,13000001833,20240726,1290,2,9
1835,13000001834,20240922,1222,2,8
1836,13000001835,20241001,736,2,10
1837,13000001836,20250409,1135,1,8
1838,13000001837,20250225,3,2,10
1839,13000001838,20241028,997,1,9
1840,13000001839,20240511,957,1,6
1841,13000001840,20250406,1455,2,1
1842,13000001841,20250126,918,1,9
1843,13000001842,20240516,69,1,10
1844,13000001843,20250610,663,1,6
1845,13000001844,20250302,209,1,3
1846,13000001845,20250803,71,2,9
1847,13000001846,20240428,758,1,3
1848,13000001847,20241111,549,2,2
1849,13000001848,20250525,1099,1,5
1850,13000001849,20240222,26,2,9
1851,13000001850,20240417,1176,2,9
1852,13000001851,20240921,436,1,7
1853,13000001852,20240304,562,1,7
1854,13000001853,20240826,487,2,8
1855,13000001854,20241013,1253,1,8
1856,13000001855,20250730,1466,1,9
1857,13000001856,20250630,348,2,2
1858,13000001857,20250420,472,1,8
1859,13000001858,20250426,900,1,10
1860,13000001859,20250327,296,1,8
1861,13000001860,20250323,514,2,8
1862,13000001861,20250516,672,2,8
1863,13000001862,20240504,564,2,8
1864,13000001863,20240321,541,2,5
1865,13000001864,20250214,194,1,5
1866,13000001865,20241117,169,1,8
1867,13000001866,20250909,793,2,6
1868,13000001867,20250623,189,2,8
1869,13000001868,20241215,1371,2,8
1870,13000001869,20250521,863,2,5
1871,13000001870,20241006,250,1,8
1872,13000001871,20240702,296,2,8
1873,13000001872,20240124,548,2,9
1874,13000001873,20240701,1224,1,9
1875,13000001874,20241008,1051,1,6
1876,13000001875,20250119,706,2,9
1877,13000001876,20240328,205,1,8
1878,13000001877,20240803,384,1,10
1879,13000001878,20240317,426,2,10
1880,13000001879,20241113,144,2,5
1881,13000001880,20240513,324,1,9
1882,13000001881,20241104,417,1,9
1883,13000001882,20240927,15,1,9
1884,13000001883,20241106,577,1,2
1885,13000001884,20240531,172,2,6
1886,13000001885,20250409,1414,2,10
1887,13000001886,20250309,570,1,1
1888,13000001887,20250612,327,1,7
1889,13000001888,20240518,1287,1,7
1890,13000001889,20251007,446,1,3
1891,13000001890,20240325,1270,1,9
1892,13000001891,20250605,1294,1,4
1893,13000001892,20250125,233,2,10
1894,13000001893,20250605,793,1,6
1895,13000001894,20240218,949,1,2
1896,13000001895,20250304,1469,2,7
1897,13000001896,20250702,176,2,1
1898,13000001897,20250802,1393,2,0
1899,13000001898,20250318,831,2,5
1900,13000001899,20241014,245,1,7
1901,13000001900,20250103,293,2,7
1902,13000001901,20250715,779,1,3
1903,13000001902,20250814,30,1,8
1904,13000001903,20240911,253,1,8
1905,13000001904,20240510,1065,1,9
1906,13000001905,20250831,124,1,9
1907,13000001906,20240521,1026,1,9
1908,13000001907,20250729,1238,1,5
1909,13000001908,20250501,59,2,10
1910,13000001909,20241226,204,2,10
1911,13000001910,20240328,775,1,8
1912,13000001911,20240921,584,1,0
1913,13000001912,20241004,1202,2,9
1914,13000001913,20240727,1333,1,6
1915,13000001914,20240520,6,2,6
1916,13000001915,20240419,1315,1,10
1917,13000001916,20250527,733,1,10
1918,13000001917,20250131,1002,1,7
1919,13000001918,20250906,498,2,6
1920,13000001919,20250406,979,1,8
1921,13000001920,20240703,880,1,5
1922,13000001921,20250109,459,2,10
1923,13000001922,20250108,956,2,6
1924,13000001923,20240704,685,1,10
1925,13000001924,20240722,489,2,10
1926,13000001925,20250705,798,1,10
1927,13000001926,20250610,757,2,8
1928,13000001927,20240221,930,1,4
1929,13000001928,20241102,725,1,7
1930,13000001929,20250831,173,1,2
1931,13000001930,20240717,1265,1,10
1932,13000001931,20240621,724,1,8
1933,13000001932,20250420,302,2,10
1934,13000001933,20250515,817,2,7
1935,13000001934,20250526,425,1,5
1936,13000001935,20240221,1039,1,10
1937,13000001936,20250521,1278,1,1
1938,13000001937,20250216,1151,1,6
1939,13000001938,20241115,181,1,9
1940,13000001939,20241104,690,1,10
1941,13000001940,20240119,1120,2,6
1942,13000001941,20250117,423,2,6
1943,13000001942,20241006,1109,2,10
1944,13000001943,20240415,224,2,8
1945,13000001944,20240329,1457,2,10
1946,13000001945,20240405,22,2,4
1947,13000001946,20250129,743,2,9
1948,13000001947,20241103,1123,1,10
1949,13000001948,20250917,1065,1,9
1950,13000001949,20240313,1278,1,6
1951,13000001950,20240620,779,2,0
1952,13000001951,20250424,498,1,9
1953,13000001952,20250716,171,2,5
1954,13000001953,20240608,1483,1,10
1955,13000001954,20240504,1355,1,6
1956,13000001955,20250814,1018,1,8
1957,13000001956,20240623,1449,2,7
1958,13000001957,20250502,818,2,6
1959,13000001958,20240410,701,1,9
1960,13000001959,20240623,584,2,9
1961,13000001960,20250502,1193,1,2
1962,13000001961,20250323,266,1,10
1963,13000001962,20241219,19,1,7
1964,13000001963,20250901,1437,2,8
1965,13000001964,20240123,814,2,9
1966,13000001965,20240614,657,1,7
1967,13000001966,20240209,1215,2,9
1968,13000001967,20240806,1281,2,2
1969,13000001968,20250630,590,1,1
1970,13000001969,20250902,884,2,7
1971,13000001970,20250305,403,1,7
1972,13000001971,20250310,894,2,10
1973,13000001972,20240517,615,2,7
1974,13000001973,20241210,1133,1,3
1975,13000001974,20250918,1358,2,3
1976,13000001975,20241219,934,2,2
1977,13000001976,20250611,252,2,7
1978,13000001977,20250723,1320,1,8
1979,13000001978,20241205,680,1,8
1980,13000001979,20240415,41,2,0
1981,13000001980,20240828,28,1,0
1982,13000001981,20240914,1186,1,3
1983,13000001982,20250516,378,2,8
1984,13000001983,20250103,1342,2,9
1985,13000001984,20250915,1311,1,10
1986,13000001985,20240504,805,1,9
1987,13000001986,20250928,801,1,9
1988,13000001987,20240813,422,2,10
1989,13000001988,20240408,875,1,0
1990,13000001989,20250825,1387,2,8
1991,13000001990,20241002,353,1,8
1992,13000001991,20250724,1014,2,7
1993,13000001992,20240212,781,1,4
1994,13000001993,20250130,1134,1,9
1995,13000001994,20241128,1467,1,5
1996,13000001995,20250202,928,1,8
1997,13000001996,20241010,1455,1,8
1998,13000001997,20250203,895,2,8
1999,13000001998,20241209,1200,2,8
2000,13000001999,20250412,150,1,0
2001,13000002000,20250206,1053,2,5
2002,13000002001,20240818,1475,1,4
2003,13000002002,20250417,761,1,8
2004,13000002003,20241218,1224,1,10
2005,13000002004,20241102,1446,1,8
2006,13000002005,20241016,1168,1,7
2007,13000002006,20250106,926,1,9
2008,13000002007,20240817,1474,1,3
2009,13000002008,20240613,24,1,5
2010,13000002009,20241027,431,2,8
2011,13000002010,20241011,662,1,9
2012,13000002011,20240408,1374,2,6
2013,13000002012,20240809,552,1,8
2014,13000002013,20250710,1302,2,8
2015,13000002014,20250624,555,1,7
2016,13000002015,20241107,1289,2,7
2017,13000002016,20250815,851,2,8
2018,13000002017,20250925,1418,1,9
2019,13000002018,20250519,935,1,10
2020,13000002019,20250320,834,2,7
2021,13000002020,20250124,663,1,9
2022,13000002021,20250114,245,2,7
2023,13000002022,20241122,391,2,4
2024,13000002023,20240822,1111,2,10
2025,13000002024,20250403,1384,1,9
2026,13000002025,20240130,727,2,8
2027,13000002026,20250602,735,1,9
2028,13000002027,20240928,1233,1,10
2029,13000002028,20250726,238,1,7
2030,13000002029,20240110,308,2,8
2031,13000002030,20241102,1145,2,10
2032,13000002031,20240306,1359,1,8
2033,13000002032,20250425,1440,1,9
2034,13000002033,20240818,1347,1,8
2035,13000002034,20250613,1048,2,7
2036,13000002035,20250716,475,1,9
2037,13000002036,20250107,208,2,6
2038,13000002037,20250929,1477,1,4
2039,13000002038,20250512,1029,1,9
2040,13000002039,20241020,33,2,7
2041,13000002040,20250923,902,1,3
2042,13000002041,20241129,1032,1,9
2043,13000002042,20250127,915,1,6
2044,13000002043,20250925,987,1,7
2045,13000002044,20240322,675,1,9
2046,13000002045,20250620,335,2,8
2047,13000002046,20240527,332,1,8
2048,13000002047,20250426,1465,2,5
2049,13000002048,20241225,814,1,9
2050,13000002049,20241015,586,1,10
2051,13000002050,20241003,1012,1,8
2052,13000002051,20240417,1383,2,9
2053,13000002052,20240417,951,1,8
2054,13000002053,20250221,448,1,5
2055,13000002054,20241101,123,1,9
2056,13000002055,20240319,1044,1,6
2057,13000002056,20250109,264,2,2
2058,13000002057,20241030,205,1,7
2059,13000002058,20240803,1297,1,10
2060,13000002059,20240125,125,1,8
2061,13000002060,20241209,352,1,10
2062,13000002061,20250829,1360,2,2
2063,13000002062,20241113,455,1,9
2064,13000002063,20240815,1430,2,7
2065,13000002064,20240331,289,2,10
2066,13000002065,20250511,221,1,8
2067,13000002066,20250504,465,1,7
2068,13000002067,20240421,601,2,9
2069,13000002068,20250403,757,1,7
2070,13000002069,20240326,1448,1,9
2071,13000002070,20240817,447,1,9
2072,13000002071,20240511,281,1,9
2073,13000002072,20241019,179,2,7
2074,13000002073,20250920,152,1,0
2075,13000002074,20250405,1272,2,6
2076,13000002075,20250508,299,1,7
2077,13000002076,20241112,707,1,9
2078,13000002077,20240407,685,1,4
2079,13000002078,20240623,45,2,8
2080,13000002079,20240717,279,2,7
2081,13000002080,20241101,1128,2,6
2082,13000002081,20240814,596,1,2
2083,13000002082,20240603,1256,2,10
2084,13000002083,20241115,88,1,10
2085,13000002084,20240817,1147,2,10
2086,13000002085,20250418,715,2,8
2087,13000002086,20250728,658,1,10
2088,13000002087,20241216,902,1,10
2089,13000002088,20240717,274,1,6
2090,13000002089,20250425,775,2,10
2091,13000002090,20241019,373,1,10
2092,13000002091,20250901,939,1,10
2093,13000002092,20241109,652,2,9
2094,13000002093,20250522,1224,1,8
2095,13000002094,20250327,714,1,7
2096,13000002095,20250830,946,2,10
2097,13000002096,20240514,1110,1,8
2098,13000002097,20240514,749,1,7
2099,13000002098,20241016,1402,2,2
2100,13000002099,20240610,284,1,9
2101,13000002100,20241022,679,1,8
2102,13000002101,20240506,648,2,8
2103,13000002102,20241230,1297,2,8
2104,13000002103,20240727,731,1,8
2105,13000002104,20251004,292,2,9
2106,13000002105,20250424,1252,1,5
2107,13000002106,20240213,1340,1,8
2108,13000002107,20250831,1129,2,7
2109,13000002108,20250222,446,1,10
2110,13000002109,20240921,1111,1,6
2111,13000002110,20241215,692,1,8
2112,13000002111,20251010,1456,1,8
2113,13000002112,20250603,1430,1,8
2114,13000002113,20241208,1347,2,9
2115,13000002114,20250223,333,1,10
2116,13000002115,20240201,1454,1,6
2117,13000002116,20240919,505,1,7
2118,13000002117,20250531,926,2,8
2119,13000002118,20250613,1067,1,8
2120,13000002119,20240419,590,1,6
2121,13000002120,20240612,4,2,0
2122,13000002121,20250921,250,2,6
2123,13000002122,20240216,724,1,9
2124,13000002123,20250317,965,2,7
2125,13000002124,20250325,110,1,10
2126,13000002125,20250614,294,1,8
2127,13000002126,20241103,1378,2,8
2128,13000002127,20241202,757,1,8
2129,13000002128,20240203,979,2,8
2130,13000002129,20240802,1034,1,8
2131,13000002130,20241108,1453,1,2
2132,13000002131,20240713,165,2,5
2133,13000002132,20240515,1296,2,3
2134,13000002133,20251004,27,2,8
2135,13000002134,20240406,540,2,5
2136,13000002135,20241122,615,1,6
2137,13000002136,20240608,758,2,4
2138,13000002137,20240630,554,1,1
2139,13000002138,20250816,537,1,4
2140,13000002139,20240929,1170,1,9
2141,13000002140,20250828,1130,1,7
2142,13000002141,20250304,711,2,10
2143,13000002142,20250125,889,2,2
2144,13000002143,20241129,618,1,6
2145,13000002144,20250429,1236,1,9
2146,13000002145,20250604,552,1,9
2147,13000002146,20240807,180,1,9
2148,13000002147,20250803,619,1,6
2149,13000002148,20240628,627,2,9
2150,13000002149,20240216,711,1,7
2151,13000002150,20240821,457,1,8
2152,13000002151,20250616,679,1,10
2153,13000002152,20240910,1485,1,8
2154,13000002153,20250915,642,1,4
2155,13000002154,20241128,809,1,4
2156,13000002155,20241222,809,2,2
2157,13000002156,20250826,1326,1,8
2158,13000002157,20251002,1322,1,5
2159,13000002158,20240223,39,2,9
2160,13000002159,20250323,393,1,8
2161,13000002160,20240505,616,1,2
2162,13000002161,20240302,1149,2,9
2163,13000002162,20250608,193,2,10
2164,13000002163,20241125,634,2,3
2165,13000002164,20240616,34,2,3
2166,13000002165,20250222,468,1,10
2167,13000002166,20250923,441,1,10
2168,13000002167,20250220,77,2,7
2169,13000002168,20250126,580,1,10
2170,13000002169,20250307,512,1,9
2171,13000002170,20250406,773,2,7
2172,13000002171,20240418,215,1,7
2173,13000002172,20240528,1150,2,5
2174,13000002173,20250907,781,2,7
2175,13000002174,20250228,6,2,7
2176,13000002175,20250506,956,1,6
2177,13000002176,20241021,665,1,8
2178,13000002177,20250521,680,1,7
2179,13000002178,20240909,1311,2,1
2180,13000002179,20250607,644,1,8
2181,13000002180,20240715,1149,1,8
2182,13000002181,20250511,945,2,4
2183,13000002182,20241217,506,1,10
2184,13000002183,20240207,1374,1,7
2185,13000002184,20240425,216,1,10
2186,13000002185,20240122,520,1,8
2187,13000002186,20240728,328,2,10
2188,13000002187,20250327,1110,1,7
2189,13000002188,20240325,704,1,3
2190,13000002189,20250106,326,1,10
2191,13000002190,20250317,971,2,10
2192,13000002191,20250423,991,1,8
2193,13000002192,20250105,975,1,7
2194,13000002193,20250323,677,1,6
2195,13000002194,20250227,527,2,8
2196,13000002195,20250427,1054,1,10
2197,13000002196,20240413,1336,1,10
2198,13000002197,20250920,889,1,7
2199,13000002198,20250215,256,1,7
2200,13000002199,20240908,242,1,8
2201,13000002200,20240624,244,1,10
2202,13000002201,20240321,706,1,10
2203,13000002202,20240706,1169,1,8
2204,13000002203,20250122,618,2,6
2205,13000002204,20240814,1404,1,9
2206,13000002205,20250109,1462,2,1
2207,13000002206,20241009,525,1,10
2208,13000002207,20240114,574,1,4
2209,13000002208,20250422,681,1,0
2210,13000002209,20240426,748,1,3
2211,13000002210,20240422,1266,1,5
2212,13000002211,20250908,293,1,9
2213,13000002212,20251002,555,2,5
2214,13000002213,20240123,560,1,10
2215,13000002214,20241114,1021,2,10
2216,13000002215,20250203,201,1,9
2217,13000002216,20250718,1458,1,3
2218,13000002217,20250208,528,1,1
2219,13000002218,20240623,919,1,9
2220,13000002219,20250907,445,1,2
2221,13000002220,20250211,1368,2,8
2222,13000002221,20240612,529,1,8
2223,13000002222,20240904,1186,2,10
2224,13000002223,20241013,164,2,7
2225,13000002224,20250405,204,1,5
2226,13000002225,20250624,164,2,8
2227,13000002226,20240226,253,2,10
2228,13000002227,20250702,1155,2,9
2229,13000002228,20250721,193,1,5
2230,13000002229,20250808,778,1,8
2231,13000002230,20240809,593,1,10
2232,13000002231,20240805,772,2,4
2233,13000002232,20241106,32,2,7
2234,13000002233,20240305,961,1,7
2235,13000002234,20240829,1062,1,9
2236,13000002235,20240625,700,1,7
2237,13000002236,20250125,376,2,3
2238,13000002237,20240316,866,1,8
2239,13000002238,20240717,136,2,5
2240,13000002239,20240506,888,2,9
2241,13000002240,20240128,1255,1,9
2242,13000002241,20240428,601,1,9
2243,13000002242,20250411,204,1,7
2244,13000002243,20240624,859,2,8
2245,13000002244,20240624,1029,1,5
2246,13000002245,20240321,447,2,8
2247,13000002246,20250507,239,1,7
2248,13000002247,20240719,101,1,4
2249,13000002248,20241123,1263,2,9
2250,13000002249,20240324,881,2,6
2251,13000002250,20241229,360,2,7
2252,13000002251,20240909,1373,2,3
2253,13000002252,20240825,843,1,9
2254,13000002253,20241113,307,1,9
2255,13000002254,20250803,1162,1,5
2256,13000002255,20250505,708,2,8
2257,13000002256,20250113,1034,1,4
2258,13000002257,20250415,1492,1,4
2259,13000002258,20250314,1388,1,10
2260,13000002259,20240708,262,1,9
2261,13000002260,20250626,1188,1,10
2262,13000002261,20240311,678,1,9
2263,13000002262,20250624,546,2,8
2264,13000002263,20250303,1206,1,8
2265,13000002264,20250425,27,2,10
2266,13000002265,20250808,184,2,7
2267,13000002266,20241209,536,1,8
2268,13000002267,20240203,1350,1,10
2269,13000002268,20241020,542,1,9
2270,13000002269,20250529,1151,1,10
2271,13000002270,20250821,1471,2,7
2272,13000002271,20240520,672,2,6
2273,13000002272,20250212,1259,2,10
2274,13000002273,20250922,1396,1,8
2275,13000002274,20240527,284,1,8
2276,13000002275,20240923,183,1,7
2277,13000002276,20240315,1353,1,4
2278,13000002277,20250827,978,2,10
2279,13000002278,20241003,1244,1,2
2280,13000002279,20240729,1430,1,9
2281,13000002280,20240515,1218,2,8
2282,13000002281,20250915,574,1,9
2283,13000002282,20240506,1287,2,7
2284,13000002283,20240328,230,1,9
2285,13000002284,20250704,314,2,6
2286,13000002285,20240423,203,2,8
2287,13000002286,20240121,980,1,7
2288,13000002287,20250422,37,1,8
2289,13000002288,20250519,1444,1,10
2290,13000002289,20240808,656,1,7
2291,13000002290,20241221,731,1,3
2292,13000002291,20240911,1265,2,8
2293,13000002292,20250529,896,1,5
2294,13000002293,20250707,372,1,9
2295,13000002294,20250111,1175,1,7
2296,13000002295,20240406,302,2,10
2297,13000002296,20250320,436,2,9
2298,13000002297,20250515,1245,2,3
2299,13000002298,20240421,81,2,10
2300,13000002299,20240201,1268,1,8
2301,13000002300,20240210,478,1,2
2302,13000002301,20240202,882,2,8
2303,13000002302,20250322,673,2,10
2304,13000002303,20241206,1352,1,9
2305,13000002304,20241105,1495,1,10
2306,13000002305,20250210,760,2,8
2307,13000002306,20240510,954,2,9
2308,13000002307,20250711,212,1,7
2309,13000002308,20241210,1194,2,9
2310,13000002309,20250922,31,1,10
2311,13000002310,20240722,585,2,10
2312,13000002311,20241224,140,2,9
2313,13000002312,20241207,1096,2,7
2314,13000002313,20241213,1468,1,9
2315,13000002314,20240111,1303,2,7
2316,13000002315,20240710,917,2,6
2317,13000002316,20250815,153,1,9
2318,13000002317,20250215,1033,1,10
2319,13000002318,20240311,323,2,5
2320,13000002319,20250610,38,1,8
2321,13000002320,20250807,1427,1,7
2322,13000002321,20240714,451,2,7
2323,13000002322,20240408,883,2,10
2324,13000002323,20241114,171,1,9
2325,13000002324,20241230,1161,1,4
2326,13000002325,20250813,1450,1,3
2327,13000002326,20240718,1079,2,8
2328,13000002327,20250328,32,2,5
2329,13000002328,20240427,1468,2,8
2330,13000002329,20250917,940,1,9
2331,13000002330,20241011,1290,1,10
2332,13000002331,20250812,339,2,10
2333,13000002332,20250606,555,2,8
2334,13000002333,20240919,1048,1,6
2335,13000002334,20250630,1465,2,8
2336,13000002335,20250421,700,1,8
2337,13000002336,20250613,1280,2,8
2338,13000002337,20250604,264,1,8
2339,13000002338,20250310,1476,1,9
