ventas_item_sk,order_item_id,order_id,fecha_key,producto_sk,quantity,unit_price,discount_amount,line_total
8566,5000010155,1000007566,20241024,2,1,15000.0,750.0,14250.0
8567,5000010156,1000007566,20241024,2,3,13500.0,4050.0,36450.0
8568,5000010157,1000007566,20241024,1,1,12600.0,1260.0,11340.0
8569,5000010158,1000007567,20240707,2,3,16500.0,2475.0,47025.0
8570,5000010159,1000007568,20240226,2,1,16500.0,330.0,16170.0
8571,5000010160,1000007568,20240226,2,3,15000.0,4500.0,40500.0
8572,5000010161,1000007569,20240110,2,3,15750.0,945.0,46305.0
8573,5000010162,1000007570,20250919,1,3,10800.0,0.0,32400.0
8574,5000010163,1000007570,20250919,1,2,12000.0,2400.0,21600.0
8575,5000010165,1000007572,20240629,1,3,12000.0,720.0,35280.0
8576,5000010166,1000007573,20250705,1,1,12000.0,1200.0,10800.0
8577,5000010167,1000007573,20250705,1,3,12000.0,3600.0,32400.0
8578,5000010168,1000007574,20240914,2,2,15000.0,3000.0,27000.0
8579,5000010169,1000007575,20240201,2,3,15000.0,900.0,44100.0
8580,5000010170,1000007575,20240201,2,2,15000.0,1500.0,28500.0
8581,5000010171,1000007576,20240716,2,2,13500.0,0.0,27000.0
8582,5000010172,1000007577,20240727,1,1,10800.0,0.0,10800.0
8583,5000010173,1000007577,20240727,2,2,16500.0,1650.0,31350.0
8584,5000010174,1000007578,20250418,1,3,13200.0,0.0,39600.0
8585,5000010175,1000007579,20250412,2,3,15000.0,900.0,44100.0
8586,5000010177,1000007581,20240616,1,3,12000.0,1800.0,34200.0
8587,5000010180,1000007583,20240910,1,1,12000.0,0.0,12000.0
8588,5000010181,1000007583,20240910,1,3,12000.0,720.0,35280.0
8589,5000010183,1000007585,20250610,2,3,15000.0,4500.0,40500.0
8590,5000010184,1000007586,20250622,1,1,12600.0,0.0,12600.0
8591,5000010185,1000007587,20250129,1,2,12000.0,0.0,24000.0
8592,5000010186,1000007588,20240409,1,3,12000.0,3600.0,32400.0
8593,5000010187,1000007588,20240409,1,1,13200.0,264.0,12936.0
8594,5000010188,1000007589,20240803,1,1,12600.0,252.0,12348.0
8595,5000010189,1000007590,20250824,1,2,12600.0,2520.0,22680.0
8596,5000010190,1000007591,20250621,1,1,12000.0,600.0,11400.0
8597,5000010191,1000007591,20250621,1,2,10800.0,432.0,21168.0
8598,5000010192,1000007591,20250621,2,3,15750.0,945.0,46305.0
8599,5000010193,1000007592,20241002,2,2,15000.0,0.0,30000.0
8600,5000010194,1000007593,20240928,1,1,12000.0,600.0,11400.0
8601,5000010195,1000007593,20240928,1,2,12000.0,1200.0,22800.0
8602,5000010196,1000007594,20240219,1,1,12600.0,252.0,12348.0
8603,5000010197,1000007595,20250728,1,3,12000.0,1800.0,34200.0
8604,5000010198,1000007596,20240524,2,3,15000.0,0.0,45000.0
8605,5000010199,1000007597,20240806,2,3,15000.0,900.0,44100.0
8606,5000010200,1000007598,20250317,2,3,15000.0,2250.0,42750.0
8607,5000010201,1000007598,20250317,1,1,12600.0,252.0,12348.0
8608,5000010202,1000007599,20250909,1,3,12000.0,0.0,36000.0
8609,5000010203,1000007599,20250909,1,2,12000.0,1200.0,22800.0
8610,5000010204,1000007600,20250303,2,3,15000.0,2250.0,42750.0
8611,5000010205,1000007600,20250303,2,2,15000.0,600.0,29400.0
8612,5000010206,1000007601,20250222,1,3,12000.0,1800.0,34200.0
8613,5000010207,1000007602,20240331,1,1,13200.0,264.0,12936.0
8614,5000010208,1000007602,20240331,2,1,15750.0,787.5,14962.5
8615,5000010211,1000007605,20250118,2,2,15000.0,600.0,29400.0
8616,5000010212,1000007605,20250118,1,3,10800.0,0.0,32400.0
8617,5000010213,1000007606,20241109,2,3,15000.0,4500.0,40500.0
8618,5000010214,1000007607,20241224,1,2,12000.0,480.0,23520.0
8619,5000010215,1000007608,20250205,2,2,15750.0,3150.0,28350.0
8620,5000010217,1000007610,20250117,2,2,16500.0,0.0,33000.0
8621,5000010218,1000007611,20240323,2,3,13500.0,2025.0,38475.0
8622,5000010219,1000007612,20250420,1,1,12600.0,0.0,12600.0
8623,5000010223,1000007614,20241205,1,3,12000.0,720.0,35280.0
8624,5000010224,1000007614,20241205,2,1,15000.0,1500.0,13500.0
8625,5000010225,1000007614,20241205,1,3,12000.0,0.0,36000.0
8626,5000010227,1000007616,20250107,2,3,13500.0,4050.0,36450.0
8627,5000010228,1000007616,20250107,2,2,13500.0,1350.0,25650.0
8628,5000010229,1000007617,20240831,1,2,10800.0,432.0,21168.0
8629,5000010230,1000007618,20250317,2,3,15000.0,2250.0,42750.0
8630,5000010231,1000007619,20240816,1,3,13200.0,792.0,38808.0
8631,5000010232,1000007620,20240908,2,2,13500.0,0.0,27000.0
8632,5000010233,1000007620,20240908,1,2,12600.0,1260.0,23940.0
8633,5000010234,1000007620,20240908,2,3,15750.0,0.0,47250.0
8634,5000010235,1000007621,20240724,2,3,15000.0,0.0,45000.0
8635,5000010236,1000007622,20241006,1,1,12000.0,600.0,11400.0
8636,5000010237,1000007622,20241006,2,1,16500.0,0.0,16500.0
8637,5000010238,1000007623,20241015,2,1,15000.0,750.0,14250.0
8638,5000010239,1000007624,20250419,2,1,15750.0,0.0,15750.0
8639,5000010240,1000007625,20250512,1,1,12000.0,0.0,12000.0
8640,5000010241,1000007626,20240122,1,3,12600.0,1890.0,35910.0
8641,5000010242,1000007626,20240122,1,2,13200.0,2640.0,23760.0
8642,5000010243,1000007627,20240608,1,3,13200.0,792.0,38808.0
8643,5000010246,1000007629,20250421,2,1,15000.0,1500.0,13500.0
8644,5000010247,1000007629,20250421,2,3,13500.0,2025.0,38475.0
8645,5000010248,1000007630,20250222,2,3,15000.0,0.0,45000.0
8646,5000010249,1000007631,20240727,2,3,15000.0,900.0,44100.0
8647,5000010250,1000007631,20240727,1,3,13200.0,1980.0,37620.0
8648,5000010253,1000007633,20250513,1,3,12000.0,720.0,35280.0
8649,5000010254,1000007633,20250513,1,2,12000.0,0.0,24000.0
8650,5000010255,1000007634,20240814,1,1,12000.0,240.0,11760.0
8651,5000010256,1000007635,20240704,2,1,13500.0,1350.0,12150.0
8652,5000010257,1000007635,20240704,1,2,13200.0,2640.0,23760.0
8653,5000010258,1000007636,20240316,1,1,12000.0,240.0,11760.0
8654,5000010259,1000007637,20250414,1,2,12000.0,480.0,23520.0
8655,5000010260,1000007637,20250414,1,3,12600.0,0.0,37800.0
8656,5000010261,1000007638,20240914,2,3,13500.0,810.0,39690.0
8657,5000010262,1000007639,20250817,2,1,15750.0,315.0,15435.0
8658,5000010263,1000007639,20250817,1,1,12600.0,0.0,12600.0
8659,5000010264,1000007640,20241108,1,1,12000.0,240.0,11760.0
8660,5000010265,1000007640,20241108,1,2,12000.0,480.0,23520.0
8661,5000010266,1000007641,20250926,2,1,15000.0,0.0,15000.0
8662,5000010269,1000007644,20250122,1,1,12000.0,0.0,12000.0
8663,5000010270,1000007644,20250122,1,1,10800.0,0.0,10800.0
8664,5000010272,1000007646,20250926,2,2,15000.0,3000.0,27000.0
8665,5000010273,1000007647,20240824,1,3,12000.0,1800.0,34200.0
8666,5000010274,1000007648,20250415,1,2,12600.0,504.0,24696.0
8667,5000010275,1000007649,20240628,2,3,13500.0,2025.0,38475.0
8668,5000010276,1000007649,20240628,1,3,12000.0,0.0,36000.0
8669,5000010277,1000007650,20250101,2,3,15000.0,2250.0,42750.0
8670,5000010278,1000007651,20250725,1,2,12000.0,1200.0,22800.0
8671,5000010280,1000007653,20241225,1,2,12000.0,0.0,24000.0
8672,5000010281,1000007654,20240625,2,1,16500.0,330.0,16170.0
8673,5000010282,1000007654,20240625,1,3,12000.0,3600.0,32400.0
8674,5000010283,1000007655,20240208,1,2,12000.0,2400.0,21600.0
8675,5000010284,1000007656,20250531,1,3,12000.0,0.0,36000.0
8676,5000010285,1000007657,20240917,2,1,15000.0,1500.0,13500.0
8677,5000010286,1000007658,20250702,2,1,15000.0,1500.0,13500.0
8678,5000010287,1000007658,20250702,2,3,15000.0,0.0,45000.0
8679,5000010288,1000007659,20250507,1,3,12000.0,3600.0,32400.0
8680,5000010291,1000007661,20240823,1,1,10800.0,0.0,10800.0
8681,5000010295,1000007664,20250420,1,1,12000.0,0.0,12000.0
8682,5000010296,1000007664,20250420,2,1,13500.0,675.0,12825.0
8683,5000010297,1000007664,20250420,2,2,15000.0,3000.0,27000.0
8684,5000010299,1000007666,20250117,2,1,13500.0,675.0,12825.0
8685,5000010300,1000007667,20250418,1,3,12000.0,0.0,36000.0
8686,5000010301,1000007667,20250418,2,3,15000.0,2250.0,42750.0
8687,5000010303,1000007669,20240814,1,3,12600.0,3780.0,34020.0
8688,5000010304,1000007669,20240814,1,3,12000.0,0.0,36000.0
8689,5000010305,1000007669,20240814,1,1,12000.0,1200.0,10800.0
8690,5000010306,1000007670,20240624,1,3,12000.0,720.0,35280.0
8691,5000010307,1000007671,20250410,1,3,13200.0,792.0,38808.0
8692,5000010308,1000007671,20250410,1,2,10800.0,432.0,21168.0
8693,5000010309,1000007672,20250831,2,3,15000.0,4500.0,40500.0
8694,5000010310,1000007673,20250410,1,2,12600.0,504.0,24696.0
8695,5000010311,1000007674,20250103,2,1,15000.0,750.0,14250.0
8696,5000010312,1000007675,20250704,1,2,12000.0,0.0,24000.0
8697,5000010313,1000007676,20241120,1,1,12000.0,240.0,11760.0
8698,5000010314,1000007676,20241120,2,1,15000.0,0.0,15000.0
8699,5000010315,1000007676,20241120,2,2,13500.0,1350.0,25650.0
8700,5000010316,1000007677,20240325,1,1,12000.0,600.0,11400.0
8701,5000010317,1000007678,20240829,1,2,12000.0,480.0,23520.0
8702,5000010318,1000007678,20240829,1,1,12000.0,240.0,11760.0
8703,5000010319,1000007679,20241118,1,3,13200.0,792.0,38808.0
8704,5000010320,1000007679,20241118,2,3,13500.0,810.0,39690.0
8705,5000010323,1000007681,20240401,2,1,15750.0,1575.0,14175.0
8706,5000010324,1000007682,20250424,2,2,15750.0,0.0,31500.0
8707,5000010325,1000007682,20250424,1,3,12600.0,1890.0,35910.0
8708,5000010326,1000007683,20241218,1,2,12000.0,1200.0,22800.0
8709,5000010327,1000007684,20240818,1,2,12000.0,2400.0,21600.0
8710,5000010328,1000007685,20240321,1,1,12000.0,600.0,11400.0
8711,5000010329,1000007686,20240708,1,3,12000.0,1800.0,34200.0
8712,5000010330,1000007687,20250901,2,2,13500.0,2700.0,24300.0
8713,5000010331,1000007688,20250529,1,1,12000.0,0.0,12000.0
8714,5000010333,1000007690,20250523,2,2,15000.0,0.0,30000.0
8715,5000010334,1000007691,20250320,1,3,12000.0,0.0,36000.0
8716,5000010335,1000007691,20250320,2,3,13500.0,4050.0,36450.0
8717,5000010336,1000007692,20240616,2,1,15000.0,1500.0,13500.0
8718,5000010337,1000007692,20240616,2,3,16500.0,4950.0,44550.0
8719,5000010338,1000007693,20250104,1,2,12000.0,0.0,24000.0
8720,5000010340,1000007695,20241129,2,3,15000.0,900.0,44100.0
8721,5000010341,1000007695,20241129,1,2,10800.0,432.0,21168.0
8722,5000010342,1000007695,20241129,2,3,15750.0,0.0,47250.0
8723,5000010343,1000007696,20241024,2,1,13500.0,675.0,12825.0
8724,5000010344,1000007696,20241024,1,1,12000.0,0.0,12000.0
8725,5000010345,1000007697,20240730,1,2,10800.0,1080.0,20520.0
8726,5000010346,1000007698,20240505,1,2,12000.0,1200.0,22800.0
8727,5000010347,1000007699,20250827,1,3,10800.0,0.0,32400.0
8728,5000010350,1000007701,20250907,1,2,12000.0,2400.0,21600.0
8729,5000010351,1000007702,20250922,2,1,15000.0,750.0,14250.0
8730,5000010352,1000007703,20241021,1,1,12000.0,0.0,12000.0
8731,5000010353,1000007704,20241014,2,2,15000.0,3000.0,27000.0
8732,5000010354,1000007704,20241014,2,2,13500.0,2700.0,24300.0
8733,5000010355,1000007705,20250830,1,3,13200.0,792.0,38808.0
8734,5000010356,1000007706,20250908,2,1,15000.0,1500.0,13500.0
8735,5000010357,1000007706,20250908,2,1,15000.0,300.0,14700.0
8736,5000010358,1000007707,20250712,2,1,15000.0,750.0,14250.0
8737,5000010359,1000007708,20250221,2,3,15000.0,900.0,44100.0
8738,5000010360,1000007709,20250502,2,1,15000.0,300.0,14700.0
8739,5000010361,1000007710,20250906,1,2,12600.0,2520.0,22680.0
8740,5000010362,1000007711,20240709,2,2,15000.0,600.0,29400.0
8741,5000010363,1000007712,20240709,1,2,12000.0,1200.0,22800.0
8742,5000010364,1000007713,20240606,1,2,13200.0,0.0,26400.0
8743,5000010365,1000007714,20241001,1,2,12600.0,1260.0,23940.0
8744,5000010366,1000007715,20250223,2,3,15000.0,0.0,45000.0
8745,5000010367,1000007715,20250223,1,1,12600.0,0.0,12600.0
8746,5000010368,1000007716,20240407,2,2,15000.0,0.0,30000.0
8747,5000010369,1000007717,20250822,2,2,15000.0,3000.0,27000.0
8748,5000010370,1000007718,20250509,2,3,15000.0,4500.0,40500.0
8749,5000010371,1000007718,20250509,2,2,13500.0,1350.0,25650.0
8750,5000010372,1000007718,20250509,1,3,12000.0,3600.0,32400.0
8751,5000010374,1000007720,20240712,1,2,12000.0,2400.0,21600.0
8752,5000010375,1000007721,20241208,2,2,15000.0,0.0,30000.0
8753,5000010376,1000007722,20250710,2,2,15000.0,600.0,29400.0
8754,5000010377,1000007723,20240615,1,3,12000.0,720.0,35280.0
8755,5000010378,1000007723,20240615,2,2,15000.0,1500.0,28500.0
8756,5000010379,1000007724,20240618,1,1,12000.0,600.0,11400.0
8757,5000010381,1000007726,20250320,2,3,15000.0,0.0,45000.0
8758,5000010382,1000007726,20250320,2,2,13500.0,540.0,26460.0
8759,5000010383,1000007727,20250410,1,3,12000.0,1800.0,34200.0
8760,5000010384,1000007728,20241024,1,2,12000.0,480.0,23520.0
8761,5000010385,1000007728,20241024,2,3,16500.0,0.0,49500.0
8762,5000010386,1000007729,20240727,1,2,12000.0,1200.0,22800.0
8763,5000010387,1000007730,20250205,1,3,12000.0,3600.0,32400.0
8764,5000010388,1000007731,20250114,2,1,15750.0,0.0,15750.0
8765,5000010389,1000007731,20250114,1,1,12000.0,600.0,11400.0
8766,5000010392,1000007733,20250916,2,2,15000.0,0.0,30000.0
8767,5000010393,1000007734,20240404,1,2,12000.0,480.0,23520.0
8768,5000010394,1000007735,20250330,1,2,12000.0,0.0,24000.0
8769,5000010395,1000007735,20250330,1,2,13200.0,0.0,26400.0
8770,5000010396,1000007735,20250330,1,3,12000.0,3600.0,32400.0
8771,5000010397,1000007736,20241111,2,3,15000.0,900.0,44100.0
8772,5000010398,1000007737,20240714,2,3,15000.0,0.0,45000.0
8773,5000010399,1000007738,20240603,2,2,16500.0,660.0,32340.0
8774,5000010400,1000007738,20240603,1,3,12600.0,756.0,37044.0
8775,5000010401,1000007739,20240113,1,2,13200.0,0.0,26400.0
8776,5000010402,1000007739,20240113,2,3,15000.0,2250.0,42750.0
8777,5000010403,1000007739,20240113,2,3,15000.0,900.0,44100.0
8778,5000010404,1000007740,20250217,1,3,12000.0,3600.0,32400.0
8779,5000010405,1000007740,20250217,1,3,12000.0,1800.0,34200.0
8780,5000010406,1000007741,20241101,1,1,12600.0,630.0,11970.0
8781,5000010407,1000007741,20241101,1,2,12000.0,0.0,24000.0
8782,5000010408,1000007742,20250125,2,3,15750.0,2362.5,44887.5
8783,5000010409,1000007743,20240928,1,3,10800.0,648.0,31752.0
8784,5000010410,1000007743,20240928,2,3,15000.0,2250.0,42750.0
8785,5000010411,1000007744,20240712,2,2,15000.0,600.0,29400.0
8786,5000010412,1000007745,20240227,1,2,12000.0,2400.0,21600.0
8787,5000010413,1000007745,20240227,2,1,16500.0,1650.0,14850.0
8788,5000010414,1000007746,20240227,2,3,15000.0,4500.0,40500.0
8789,5000010415,1000007746,20240227,2,3,15000.0,2250.0,42750.0
8790,5000010416,1000007747,20250330,1,3,13200.0,1980.0,37620.0
8791,5000010417,1000007747,20250330,2,2,15000.0,0.0,30000.0
8792,5000010418,1000007748,20240815,1,1,13200.0,0.0,13200.0
8793,5000010419,1000007749,20240113,2,2,15000.0,0.0,30000.0
8794,5000010420,1000007749,20240113,2,3,16500.0,0.0,49500.0
8795,5000010421,1000007750,20250907,2,3,15000.0,4500.0,40500.0
8796,5000010422,1000007751,20240913,1,3,12000.0,0.0,36000.0
8797,5000010423,1000007752,20241026,2,3,13500.0,2025.0,38475.0
8798,5000010425,1000007754,20240622,2,2,13500.0,0.0,27000.0
8799,5000010429,1000007757,20240717,2,2,15750.0,1575.0,29925.0
8800,5000010430,1000007757,20240717,1,1,12000.0,600.0,11400.0
8801,5000010431,1000007758,20250226,1,2,13200.0,528.0,25872.0
8802,5000010432,1000007759,20240210,1,2,10800.0,2160.0,19440.0
8803,5000010433,1000007760,20241030,1,3,13200.0,792.0,38808.0
8804,5000010434,1000007761,20240218,1,2,13200.0,0.0,26400.0
8805,5000010435,1000007762,20250514,1,3,12000.0,1800.0,34200.0
8806,5000010436,1000007763,20250116,1,1,12000.0,0.0,12000.0
8807,5000010437,1000007764,20240512,1,3,12600.0,756.0,37044.0
8808,5000010439,1000007766,20240721,1,3,12600.0,756.0,37044.0
8809,5000010440,1000007766,20240721,2,1,15750.0,315.0,15435.0
8810,5000010441,1000007767,20250416,1,3,12000.0,0.0,36000.0
8811,5000010442,1000007768,20240704,1,2,12000.0,1200.0,22800.0
8812,5000010443,1000007769,20250927,1,2,12000.0,480.0,23520.0
8813,5000010444,1000007770,20241216,1,2,12000.0,480.0,23520.0
8814,5000010445,1000007770,20241216,1,3,13200.0,0.0,39600.0
8815,5000010446,1000007771,20240523,2,2,15000.0,3000.0,27000.0
8816,5000010447,1000007771,20240523,2,2,13500.0,540.0,26460.0
8817,5000010448,1000007772,20240805,1,3,13200.0,792.0,38808.0
8818,5000010449,1000007773,20250904,1,1,10800.0,0.0,10800.0
8819,5000010451,1000007775,20250331,1,2,13200.0,2640.0,23760.0
8820,5000010452,1000007776,20250111,2,1,15000.0,750.0,14250.0
8821,5000010453,1000007777,20250918,1,1,12000.0,240.0,11760.0
8822,5000010454,1000007778,20241021,2,2,15000.0,600.0,29400.0
8823,5000010456,1000007780,20240207,2,1,15000.0,0.0,15000.0
8824,5000010457,1000007780,20240207,2,1,15000.0,300.0,14700.0
8825,5000010458,1000007781,20250914,2,2,15750.0,3150.0,28350.0
8826,5000010459,1000007782,20250604,1,2,12000.0,480.0,23520.0
8827,5000010460,1000007782,20250604,1,2,13200.0,0.0,26400.0
8828,5000010461,1000007783,20240810,2,3,15000.0,900.0,44100.0
8829,5000010462,1000007783,20240810,2,1,15750.0,0.0,15750.0
8830,5000010465,1000007786,20250223,1,1,12000.0,600.0,11400.0
8831,5000010466,1000007786,20250223,1,1,12600.0,1260.0,11340.0
8832,5000010467,1000007787,20241020,1,3,12600.0,1890.0,35910.0
8833,5000010468,1000007787,20241020,1,3,12000.0,3600.0,32400.0
8834,5000010469,1000007788,20240606,2,2,13500.0,1350.0,25650.0
8835,5000010470,1000007789,20240415,1,1,12000.0,0.0,12000.0
8836,5000010471,1000007790,20240815,2,2,15750.0,0.0,31500.0
8837,5000010472,1000007791,20240823,1,3,12000.0,720.0,35280.0
8838,5000010473,1000007792,20250409,1,1,10800.0,540.0,10260.0
8839,5000010474,1000007793,20240618,1,1,10800.0,1080.0,9720.0
8840,5000010476,1000007795,20250222,1,1,12600.0,252.0,12348.0
8841,5000010477,1000007796,20250730,2,2,15000.0,1500.0,28500.0
8842,5000010478,1000007796,20250730,2,1,15000.0,750.0,14250.0
8843,5000010479,1000007797,20240714,2,3,13500.0,0.0,40500.0
8844,5000010480,1000007798,20241114,1,1,12000.0,600.0,11400.0
8845,5000010481,1000007799,20240118,2,2,15000.0,0.0,30000.0
8846,5000010482,1000007799,20240118,2,1,15000.0,0.0,15000.0
8847,5000010483,1000007800,20240506,2,1,15000.0,1500.0,13500.0
8848,5000010484,1000007801,20250319,2,1,13500.0,0.0,13500.0
8849,5000010485,1000007801,20250319,2,1,15000.0,750.0,14250.0
8850,5000010486,1000007802,20250731,1,1,10800.0,1080.0,9720.0
8851,5000010487,1000007802,20250731,2,3,15000.0,4500.0,40500.0
8852,5000010488,1000007803,20240808,1,3,12600.0,3780.0,34020.0
8853,5000010489,1000007804,20240107,1,2,12000.0,480.0,23520.0
8854,5000010490,1000007804,20240107,1,2,10800.0,432.0,21168.0
8855,5000010491,1000007805,20240630,1,1,12600.0,252.0,12348.0
8856,5000010492,1000007805,20240630,1,2,12000.0,0.0,24000.0
8857,5000010493,1000007806,20240327,1,3,10800.0,648.0,31752.0
8858,5000010494,1000007807,20250424,1,3,12000.0,1800.0,34200.0
8859,5000010495,1000007808,20250327,2,2,15000.0,0.0,30000.0
8860,5000010496,1000007809,20250425,2,3,15750.0,2362.5,44887.5
8861,5000010497,1000007810,20250911,1,1,12000.0,0.0,12000.0
8862,5000010498,1000007811,20250814,1,3,13200.0,0.0,39600.0
8863,5000010499,1000007812,20250728,2,3,15000.0,4500.0,40500.0
8864,5000010500,1000007813,20240220,1,2,12000.0,2400.0,21600.0
8865,5000010501,1000007813,20240220,2,3,16500.0,990.0,48510.0
8866,5000010502,1000007814,20240824,1,3,12600.0,0.0,37800.0
8867,5000010503,1000007814,20240824,1,2,12000.0,1200.0,22800.0
8868,5000010504,1000007815,20241004,2,3,15000.0,4500.0,40500.0
8869,5000010505,1000007816,20240206,1,3,10800.0,0.0,32400.0
8870,5000010506,1000007817,20240926,2,3,15000.0,0.0,45000.0
8871,5000010510,1000007819,20240113,2,1,13500.0,270.0,13230.0
8872,5000010512,1000007821,20250717,2,1,15750.0,0.0,15750.0
8873,5000010513,1000007822,20240820,1,1,12000.0,240.0,11760.0
8874,5000010514,1000007822,20240820,1,2,12000.0,2400.0,21600.0
8875,5000010515,1000007823,20250415,2,2,15000.0,3000.0,27000.0
8876,5000010516,1000007824,20240925,1,2,12000.0,2400.0,21600.0
8877,5000010517,1000007825,20240906,2,3,15000.0,0.0,45000.0
8878,5000010518,1000007826,20240822,1,1,12000.0,1200.0,10800.0
8879,5000010520,1000007828,20240929,2,1,15000.0,1500.0,13500.0
8880,5000010521,1000007828,20240929,1,1,12600.0,630.0,11970.0
8881,5000010522,1000007829,20240113,1,1,13200.0,660.0,12540.0
8882,5000010523,1000007830,20241007,1,1,12000.0,240.0,11760.0
8883,5000010524,1000007830,20241007,1,2,13200.0,0.0,26400.0
8884,5000010525,1000007831,20240521,2,1,15000.0,750.0,14250.0
8885,5000010526,1000007832,20250429,1,3,12000.0,1800.0,34200.0
8886,5000010527,1000007832,20250429,2,3,15750.0,4725.0,42525.0
8887,5000010528,1000007833,20240502,1,1,12000.0,600.0,11400.0
8888,5000010529,1000007834,20241113,1,3,13200.0,3960.0,35640.0
8889,5000010530,1000007835,20250106,2,2,15000.0,0.0,30000.0
8890,5000010531,1000007836,20250904,1,1,13200.0,660.0,12540.0
8891,5000010532,1000007837,20250907,2,1,15000.0,750.0,14250.0
8892,5000010533,1000007838,20241206,1,2,12000.0,1200.0,22800.0
8893,5000010535,1000007840,20250723,2,2,16500.0,660.0,32340.0
8894,5000010536,1000007840,20250723,1,2,12000.0,1200.0,22800.0
8895,5000010537,1000007840,20250723,1,1,12000.0,1200.0,10800.0
8896,5000010539,1000007842,20250826,1,3,12000.0,3600.0,32400.0
8897,5000010540,1000007842,20250826,1,2,13200.0,2640.0,23760.0
8898,5000010541,1000007843,20240919,1,1,12000.0,1200.0,10800.0
8899,5000010542,1000007844,20240120,2,2,15000.0,600.0,29400.0
8900,5000010546,1000007846,20240625,2,2,15000.0,3000.0,27000.0
8901,5000010547,1000007847,20240312,2,2,15000.0,0.0,30000.0
8902,5000010548,1000007847,20240312,1,2,12000.0,2400.0,21600.0
8903,5000010549,1000007848,20240221,1,1,12000.0,0.0,12000.0
8904,5000010551,1000007850,20250401,1,1,10800.0,540.0,10260.0
8905,5000010552,1000007850,20250401,2,2,16500.0,1650.0,31350.0
8906,5000010553,1000007851,20250726,2,1,15000.0,300.0,14700.0
8907,5000010554,1000007852,20240122,2,2,15000.0,0.0,30000.0
8908,5000010557,1000007855,20250105,1,3,12000.0,1800.0,34200.0
8909,5000010559,1000007857,20240704,1,2,12000.0,0.0,24000.0
8910,5000010562,1000007859,20250621,2,3,15750.0,945.0,46305.0
8911,5000010563,1000007859,20250621,2,1,15750.0,1575.0,14175.0
8912,5000010564,1000007860,20240527,1,2,12000.0,0.0,24000.0
8913,5000010565,1000007861,20241123,2,2,15000.0,1500.0,28500.0
8914,5000010566,1000007862,20250129,1,2,12000.0,2400.0,21600.0
8915,5000010567,1000007862,20250129,2,1,15750.0,0.0,15750.0
8916,5000010569,1000007864,20241225,1,3,12000.0,1800.0,34200.0
8917,5000010570,1000007865,20240215,1,3,12600.0,1890.0,35910.0
8918,5000010571,1000007865,20240215,1,2,10800.0,1080.0,20520.0
8919,5000010573,1000007867,20250914,1,1,10800.0,0.0,10800.0
8920,5000010574,1000007867,20250914,1,1,10800.0,1080.0,9720.0
8921,5000010575,1000007867,20250914,2,1,15000.0,1500.0,13500.0
8922,5000010576,1000007868,20250810,2,2,15000.0,1500.0,28500.0
8923,5000010579,1000007870,20250528,1,1,12000.0,0.0,12000.0
8924,5000010580,1000007870,20250528,1,1,10800.0,1080.0,9720.0
8925,5000010581,1000007871,20240605,2,3,13500.0,4050.0,36450.0
8926,5000010582,1000007871,20240605,1,2,13200.0,2640.0,23760.0
8927,5000010583,1000007872,20250522,2,2,15000.0,3000.0,27000.0
8928,5000010584,1000007873,20250428,2,3,15000.0,2250.0,42750.0
8929,5000010585,1000007874,20240114,2,2,15000.0,600.0,29400.0
8930,5000010586,1000007875,20240201,2,1,15750.0,315.0,15435.0
8931,5000010587,1000007875,20240201,1,2,10800.0,2160.0,19440.0
8932,5000010588,1000007876,20250612,1,1,12000.0,240.0,11760.0
8933,5000010589,1000007876,20250612,2,1,15000.0,1500.0,13500.0
8934,5000010590,1000007877,20240821,1,3,12000.0,1800.0,34200.0
8935,5000010591,1000007878,20250823,2,1,15000.0,1500.0,13500.0
8936,5000010592,1000007878,20250823,2,2,15000.0,1500.0,28500.0
8937,5000010593,1000007879,20240226,1,3,12000.0,720.0,35280.0
8938,5000010594,1000007880,20250722,2,1,15000.0,300.0,14700.0
8939,5000010595,1000007881,20250725,1,1,10800.0,0.0,10800.0
8940,5000010596,1000007882,20250929,2,1,16500.0,1650.0,14850.0
8941,5000010597,1000007883,20241001,2,2,15000.0,1500.0,28500.0
8942,5000010598,1000007884,20240422,2,2,15000.0,0.0,30000.0
8943,5000010599,1000007884,20240422,2,1,15000.0,750.0,14250.0
8944,5000010600,1000007885,20250324,1,2,12600.0,1260.0,23940.0
8945,5000010601,1000007886,20250110,1,3,12000.0,0.0,36000.0
8946,5000010602,1000007887,20240208,1,3,10800.0,3240.0,29160.0
8947,5000010603,1000007888,20241106,1,1,12600.0,1260.0,11340.0
8948,5000010604,1000007888,20241106,2,3,15000.0,900.0,44100.0
8949,5000010605,1000007889,20250420,1,1,12000.0,0.0,12000.0
8950,5000010607,1000007891,20250623,2,3,15000.0,4500.0,40500.0
8951,5000010608,1000007892,20250129,1,1,12000.0,1200.0,10800.0
8952,5000010609,1000007893,20241025,2,2,13500.0,2700.0,24300.0
8953,5000010610,1000007894,20240215,2,2,15000.0,0.0,30000.0
8954,5000010611,1000007894,20240215,2,3,15000.0,0.0,45000.0
8955,5000010612,1000007895,20240302,1,1,12000.0,600.0,11400.0
8956,5000010613,1000007896,20240709,2,1,13500.0,1350.0,12150.0
8957,5000010616,1000007898,20250528,1,3,12000.0,3600.0,32400.0
8958,5000010617,1000007898,20250528,2,1,15000.0,1500.0,13500.0
