geografia_sk,address_id,city,line1,postal_code,provincia_nombre,provincia_code
821,1817,Santa Fe,Calle 6250,6991.0,Santa Fe,SF
822,1818,Mar del Plata,Calle 2831,4555.0,Buenos Aires,BA
823,1819,La Plata,Calle 2456,1355.0,Buenos Aires,BA
824,1820,La Plata,Calle 9001,8971.0,Buenos Aires,BA
825,1821,CABA,Calle 7985,2736.0,Buenos Aires,BA
826,1822,San Rafael,Calle 7811,4852.0,Mendoza,MZA
827,1823,Mendoza,Calle 6822,3598.0,Mendoza,MZA
828,1824,Río Cuarto,Calle 7029,9677.0,Córdoba,CBA
829,1825,La Plata,Calle 2100,2034.0,Buenos Aires,BA
830,1826,La Plata,Calle 4033,6120.0,Buenos Aires,BA
831,1827,Rafaela,Calle 5583,3082.0,Santa Fe,SF
832,1828,Rafaela,Calle 3751,5081.0,Santa Fe,SF
833,1829,Córdoba,Calle 5136,3430.0,Córdoba,CBA
834,1830,La Plata,Calle 7581,2096.0,Buenos Aires,BA
835,1831,CABA,Calle 4526,1967.0,Buenos Aires,BA
836,1832,Mar del Plata,Calle 51,3394.0,Buenos Aires,BA
837,1833,Godoy Cruz,Calle 5148,4083.0,Mendoza,MZA
838,1834,CABA,Calle 3194,5066.0,Buenos Aires,BA
839,1835,CABA,Calle 4886,5851.0,Buenos Aires,BA
840,1836,Mar del Plata,Calle 6905,3418.0,Buenos Aires,BA
841,1837,Río Cuarto,Calle 2572,2765.0,Córdoba,CBA
842,1838,CABA,Calle 9938,3105.0,Buenos Aires,BA
843,1839,Mendoza,Calle 859,7042.0,Mendoza,MZA
844,1840,Mar del Plata,Calle 6145,6306.0,Buenos Aires,BA
845,1841,Mar del Plata,Calle 566,1645.0,Buenos Aires,BA
846,1842,Mar del Plata,Calle 2161,3292.0,Buenos Aires,BA
847,1843,CABA,Calle 3851,6540.0,Buenos Aires,BA
848,1844,CABA,Calle 8069,9596.0,Buenos Aires,BA
849,1845,Villa Carlos Paz,Calle 2540,8348.0,Córdoba,CBA
850,1846,La Plata,Calle 3726,1859.0,Buenos Aires,BA
851,1847,CABA,Calle 3589,9201.0,Buenos Aires,BA
852,1848,Mar del Plata,Calle 6485,9064.0,Buenos Aires,BA
853,1849,Río Cuarto,Calle 6799,4278.0,Córdoba,CBA
854,1850,Mar del Plata,Calle 8053,7031.0,Buenos Aires,BA
855,1851,Rosario,Calle 6508,5610.0,Santa Fe,SF
856,1852,Río Cuarto,Calle 6364,6480.0,Córdoba,CBA
857,1853,La Plata,Calle 6433,8399.0,Buenos Aires,BA
858,1854,Mar del Plata,Calle 8386,2846.0,Buenos Aires,BA
859,1855,CABA,Calle 3369,4511.0,Buenos Aires,BA
860,1856,CABA,Calle 3766,9373.0,Buenos Aires,BA
861,1857,CABA,Calle 2965,7366.0,Buenos Aires,BA
862,1858,La Plata,Calle 9861,5675.0,Buenos Aires,BA
863,1859,CABA,Calle 5,1183.0,Buenos Aires,BA
864,1860,Godoy Cruz,Calle 7292,2593.0,Mendoza,MZA
865,1861,Mar del Plata,Calle 3126,2246.0,Buenos Aires,BA
866,1862,CABA,Calle 4874,3323.0,Buenos Aires,BA
867,1863,CABA,Calle 1972,8807.0,Buenos Aires,BA
868,1864,CABA,Calle 3848,5424.0,Buenos Aires,BA
869,1865,Villa Carlos Paz,Calle 1037,4530.0,Córdoba,CBA
870,1866,La Plata,Calle 490,8630.0,Buenos Aires,BA
871,1867,CABA,Calle 9450,5601.0,Buenos Aires,BA
872,1868,Córdoba,Calle 4380,4081.0,Córdoba,CBA
873,1869,Córdoba,Calle 723,4793.0,Córdoba,CBA
874,1870,CABA,Calle 9799,9922.0,Buenos Aires,BA
875,1871,La Plata,Calle 9028,6681.0,Buenos Aires,BA
876,1872,La Plata,Calle 6097,3418.0,Buenos Aires,BA
877,1873,Villa Carlos Paz,Calle 5904,3255.0,Córdoba,CBA
878,1874,San Rafael,Calle 7645,1700.0,Mendoza,MZA
879,1875,Mar del Plata,Calle 2377,3285.0,Buenos Aires,BA
880,1876,Santa Fe,Calle 1340,9512.0,Santa Fe,SF
881,1877,Villa Carlos Paz,Calle 9019,6486.0,Córdoba,CBA
882,1878,Mar del Plata,Calle 6117,4589.0,Buenos Aires,BA
883,1879,Río Cuarto,Calle 1744,3551.0,Córdoba,CBA
884,1880,Río Cuarto,Calle 1767,6022.0,Córdoba,CBA
885,1881,Santa Fe,Calle 3429,4129.0,Santa Fe,SF
886,1882,La Plata,Calle 1984,2098.0,Buenos Aires,BA
887,1883,CABA,Calle 6913,1173.0,Buenos Aires,BA
888,1884,La Plata,Calle 3416,1686.0,Buenos Aires,BA
889,1885,Godoy Cruz,Calle 5237,8759.0,Mendoza,MZA
890,1886,Rosario,Calle 6926,9033.0,Santa Fe,SF
891,1887,La Plata,Calle 1423,2359.0,Buenos Aires,BA
892,1888,Río Cuarto,Calle 1541,4954.0,Córdoba,CBA
893,1889,La Plata,Calle 9055,7727.0,Buenos Aires,BA
894,1890,CABA,Calle 9723,2132.0,Buenos Aires,BA
895,1891,La Plata,Calle 9258,5148.0,Buenos Aires,BA
896,1892,Villa Carlos Paz,Calle 2850,1652.0,Córdoba,CBA
897,1893,Villa Carlos Paz,Calle 1797,4262.0,Córdoba,CBA
898,1894,CABA,Calle 6346,7172.0,Buenos Aires,BA
899,1895,CABA,Calle 5572,4747.0,Buenos Aires,BA
900,1896,Rosario,Calle 1664,1387.0,Santa Fe,SF
901,1897,Mar del Plata,Calle 7045,9904.0,Buenos Aires,BA
902,1898,CABA,Calle 4570,2096.0,Buenos Aires,BA
903,1899,Mar del Plata,Calle 5860,3253.0,Buenos Aires,BA
904,1900,CABA,Calle 9346,8308.0,Buenos Aires,BA
905,1901,La Plata,Calle 7830,7770.0,Buenos Aires,BA
906,1902,Córdoba,Calle 3317,7401.0,Córdoba,CBA
907,1903,Mar del Plata,Calle 200,9692.0,Buenos Aires,BA
908,1904,CABA,Calle 5236,4091.0,Buenos Aires,BA
909,1905,CABA,Calle 1623,3393.0,Buenos Aires,BA
910,1906,Rosario,Calle 1115,3698.0,Santa Fe,SF
911,1907,Villa Carlos Paz,Calle 5927,1977.0,Córdoba,CBA
912,1908,La Plata,Calle 6466,7402.0,Buenos Aires,BA
913,1909,Córdoba,Calle 2087,3576.0,Córdoba,CBA
914,1910,Villa Carlos Paz,Calle 8146,7837.0,Córdoba,CBA
915,1911,Río Cuarto,Calle 2385,5544.0,Córdoba,CBA
916,1912,Mar del Plata,Calle 5595,6048.0,Buenos Aires,BA
917,1913,La Plata,Calle 9660,8689.0,Buenos Aires,BA
918,1914,La Plata,Calle 5611,5122.0,Buenos Aires,BA
919,1915,Godoy Cruz,Calle 9740,6311.0,Mendoza,MZA
920,1916,Villa Carlos Paz,Calle 5020,5563.0,Córdoba,CBA
921,1917,Río Cuarto,Calle 3086,4112.0,Córdoba,CBA
922,1918,Río Cuarto,Calle 5262,2920.0,Córdoba,CBA
923,1919,Córdoba,Calle 9800,9142.0,Córdoba,CBA
924,1920,La Plata,Calle 4436,3397.0,Buenos Aires,BA
925,1921,Villa Carlos Paz,Calle 2039,1053.0,Córdoba,CBA
926,1922,La Plata,Calle 8111,9374.0,Buenos Aires,BA
927,1923,CABA,Calle 7008,8804.0,Buenos Aires,BA
928,1924,CABA,Calle 2290,1892.0,Buenos Aires,BA
929,1925,Santa Fe,Calle 1761,3087.0,Santa Fe,SF
930,1926,San Rafael,Calle 6935,1161.0,Mendoza,MZA
931,1927,Mar del Plata,Calle 4542,4776.0,Buenos Aires,BA
932,1928,Río Cuarto,Calle 4371,3485.0,Córdoba,CBA
933,1929,Villa Carlos Paz,Calle 3603,9875.0,Córdoba,CBA
934,1930,Mendoza,Calle 9360,8966.0,Mendoza,MZA
935,1931,La Plata,Calle 3621,3843.0,Buenos Aires,BA
936,1932,CABA,Calle 3913,7335.0,Buenos Aires,BA
937,1933,CABA,Calle 1344,8250.0,Buenos Aires,BA
938,1934,Villa Carlos Paz,Calle 6229,4360.0,Córdoba,CBA
939,1935,Mar del Plata,Calle 5609,9315.0,Buenos Aires,BA
940,1936,Rafaela,Calle 3367,7187.0,Santa Fe,SF
941,1937,Rosario,Calle 3571,5491.0,Santa Fe,SF
942,1938,Córdoba,Calle 6217,4998.0,Córdoba,CBA
943,1939,CABA,Calle 6372,7241.0,Buenos Aires,BA
944,1940,Mar del Plata,Calle 7297,5176.0,Buenos Aires,BA
945,1941,La Plata,Calle 4258,4590.0,Buenos Aires,BA
946,1942,Córdoba,Calle 595,4745.0,Córdoba,CBA
947,1943,Córdoba,Calle 1514,5102.0,Córdoba,CBA
948,1944,La Plata,Calle 7424,8141.0,Buenos Aires,BA
949,1945,Rosario,Calle 3754,9528.0,Santa Fe,SF
950,1946,CABA,Calle 855,5722.0,Buenos Aires,BA
951,1947,La Plata,Calle 2752,2262.0,Buenos Aires,BA
952,1948,Santa Fe,Calle 2929,7044.0,Santa Fe,SF
953,1949,CABA,Calle 4025,5461.0,Buenos Aires,BA
954,1950,Rafaela,Calle 8266,3736.0,Santa Fe,SF
955,1951,CABA,Calle 3964,8576.0,Buenos Aires,BA
956,1952,Mar del Plata,Calle 1801,1692.0,Buenos Aires,BA
957,1953,Mendoza,Calle 10,7471.0,Mendoza,MZA
958,1954,La Plata,Calle 8603,7638.0,Buenos Aires,BA
959,1955,La Plata,Calle 2735,1596.0,Buenos Aires,BA
960,1956,La Plata,Calle 4890,7268.0,Buenos Aires,BA
961,1957,CABA,Calle 5154,4531.0,Buenos Aires,BA
962,1958,Rosario,Calle 7372,5947.0,Santa Fe,SF
963,1959,CABA,Calle 3721,7541.0,Buenos Aires,BA
964,1960,Villa Carlos Paz,Calle 3354,1841.0,Córdoba,CBA
965,1961,San Rafael,Calle 1660,6743.0,Mendoza,MZA
966,1962,San Rafael,Calle 7101,6812.0,Mendoza,MZA
967,1963,Córdoba,Calle 7856,4169.0,Córdoba,CBA
968,1964,Mendoza,Calle 182,1981.0,Mendoza,MZA
969,1965,Mar del Plata,Calle 8538,7609.0,Buenos Aires,BA
970,1966,Santa Fe,Calle 5685,7028.0,Santa Fe,SF
971,1967,Rafaela,Calle 2021,9420.0,Santa Fe,SF
972,1968,Río Cuarto,Calle 9280,7191.0,Córdoba,CBA
973,1969,Villa Carlos Paz,Calle 4377,2526.0,Córdoba,CBA
974,1970,CABA,Calle 687,3178.0,Buenos Aires,BA
975,1971,CABA,Calle 6842,4450.0,Buenos Aires,BA
976,1972,Mendoza,Calle 614,2082.0,Mendoza,MZA
977,1973,CABA,Calle 8086,6615.0,Buenos Aires,BA
978,1974,Santa Fe,Calle 9455,6349.0,Santa Fe,SF
979,1975,Mar del Plata,Calle 9663,5018.0,Buenos Aires,BA
980,1976,Santa Fe,Calle 7920,9173.0,Santa Fe,SF
981,1977,Mar del Plata,Calle 4921,4663.0,Buenos Aires,BA
982,1978,Rosario,Calle 7608,7760.0,Santa Fe,SF
983,1979,La Plata,Calle 4901,8883.0,Buenos Aires,BA
984,1980,Rosario,Calle 7138,7786.0,Santa Fe,SF
985,1981,Godoy Cruz,Calle 6069,8971.0,Mendoza,MZA
986,1982,Godoy Cruz,Calle 9641,4852.0,Mendoza,MZA
987,1983,CABA,Calle 5507,7174.0,Buenos Aires,BA
988,1984,CABA,Calle 140,9071.0,Buenos Aires,BA
989,1985,San Rafael,Calle 2489,3909.0,Mendoza,MZA
990,1986,La Plata,Calle 5854,1662.0,Buenos Aires,BA
991,1987,Santa Fe,Calle 1638,1647.0,Santa Fe,SF
992,1988,Rosario,Calle 2785,5379.0,Santa Fe,SF
993,1989,Río Cuarto,Calle 1175,2064.0,Córdoba,CBA
994,1990,Villa Carlos Paz,Calle 2579,9133.0,Córdoba,CBA
995,1991,Córdoba,Calle 6446,8744.0,Córdoba,CBA
996,1992,Mar del Plata,Calle 5021,7848.0,Buenos Aires,BA
997,1993,Santa Fe,Calle 5352,3436.0,Santa Fe,SF
998,1994,CABA,Calle 9629,8355.0,Buenos Aires,BA
999,1995,CABA,Calle 4629,4919.0,Buenos Aires,BA
1000,1996,CABA,Calle 9046,4436.0,Buenos Aires,BA
1001,1997,Villa Carlos Paz,Calle 2565,2082.0,Córdoba,CBA
1002,1998,La Plata,Calle 6383,7512.0,Buenos Aires,BA
1003,1999,La Plata,Calle 6920,1121.0,Buenos Aires,BA
1004,2000,Godoy Cruz,Calle 1528,1688.0,Mendoza,MZA
1005,2001,Mar del Plata,Calle 8116,7846.0,Buenos Aires,BA
1006,2002,Rafaela,Calle 5911,6524.0,Santa Fe,SF
1007,2003,Mar del Plata,Calle 3305,9273.0,Buenos Aires,BA
1008,2004,Mar del Plata,Calle 9675,8126.0,Buenos Aires,BA
1009,2005,Mar del Plata,Calle 9683,1729.0,Buenos Aires,BA
1010,2006,La Plata,Calle 9656,7836.0,Buenos Aires,BA
1011,2007,San Rafael,Calle 9370,8360.0,Mendoza,MZA
1012,2008,Mar del Plata,Calle 635,7468.0,Buenos Aires,BA
1013,2009,CABA,Calle 665,7504.0,Buenos Aires,BA
1014,2010,CABA,Calle 4484,1267.0,Buenos Aires,BA
1015,2011,Rafaela,Calle 5017,9136.0,Santa Fe,SF
1016,2012,Mar del Plata,Calle 4712,6383.0,Buenos Aires,BA
1017,2013,CABA,Calle 233,6386.0,Buenos Aires,BA
1018,2014,Mendoza,Calle 1630,3769.0,Mendoza,MZA
1019,2015,Villa Carlos Paz,Calle 2652,6921.0,Córdoba,CBA
1020,2016,Santa Fe,Calle 5071,2248.0,Santa Fe,SF
1021,2017,Rosario,Calle 3925,2857.0,Santa Fe,SF
1022,2018,Mar del Plata,Calle 8759,8884.0,Buenos Aires,BA
1023,2019,Santa Fe,Calle 1508,4101.0,Santa Fe,SF
1024,2020,San Rafael,Calle 299,3658.0,Mendoza,MZA
1025,2021,Mar del Plata,Calle 8763,1488.0,Buenos Aires,BA
1026,2022,Santa Fe,Calle 1697,3744.0,Santa Fe,SF
1027,2023,Villa Carlos Paz,Calle 9607,4715.0,Córdoba,CBA
1028,2024,Villa Carlos Paz,Calle 6346,4262.0,Córdoba,CBA
1029,2025,CABA,Calle 61,7103.0,Buenos Aires,BA
1030,2026,CABA,Calle 5164,2572.0,Buenos Aires,BA
1031,2027,Córdoba,Calle 9714,6582.0,Córdoba,CBA
1032,2028,Córdoba,Calle 5195,5807.0,Córdoba,CBA
1033,2029,Rosario,Calle 4919,7219.0,Santa Fe,SF
1034,2030,La Plata,Calle 1219,9163.0,Buenos Aires,BA
1035,2031,Villa Carlos Paz,Calle 373,4027.0,Córdoba,CBA
1036,2032,Rafaela,Calle 9879,2857.0,Santa Fe,SF
1037,2033,Godoy Cruz,Calle 5216,2291.0,Mendoza,MZA
1038,2034,La Plata,Calle 9015,5874.0,Buenos Aires,BA
1039,2035,Rosario,Calle 5111,5408.0,Santa Fe,SF
1040,2036,CABA,Calle 9639,1696.0,Buenos Aires,BA
1041,2037,Santa Fe,Calle 8880,5056.0,Santa Fe,SF
1042,2038,CABA,Calle 9323,8705.0,Buenos Aires,BA
1043,2039,Córdoba,Calle 2775,7683.0,Córdoba,CBA
1044,2040,Villa Carlos Paz,Calle 9449,9971.0,Córdoba,CBA
1045,2041,CABA,Calle 6365,6640.0,Buenos Aires,BA
1046,2042,Mar del Plata,Calle 6743,5080.0,Buenos Aires,BA
1047,2043,Villa Carlos Paz,Calle 9917,7644.0,Córdoba,CBA
1048,2044,Río Cuarto,Calle 2101,5076.0,Córdoba,CBA
1049,2045,Córdoba,Calle 4096,7467.0,Córdoba,CBA
1050,2046,Godoy Cruz,Calle 1846,2814.0,Mendoza,MZA
1051,2047,La Plata,Calle 3381,3019.0,Buenos Aires,BA
1052,2048,La Plata,Calle 6206,8264.0,Buenos Aires,BA
1053,2049,Rosario,Calle 3388,4977.0,Santa Fe,SF
1054,2050,La Plata,Calle 7168,8099.0,Buenos Aires,BA
1055,2051,CABA,Calle 7517,7773.0,Buenos Aires,BA
1056,2052,Rosario,Calle 4644,1225.0,Santa Fe,SF
1057,2053,Rafaela,Calle 1070,5967.0,Santa Fe,SF
1058,2054,Mar del Plata,Calle 4516,3628.0,Buenos Aires,BA
1059,2055,CABA,Calle 281,7300.0,Buenos Aires,BA
1060,2056,San Rafael,Calle 8351,5385.0,Mendoza,MZA
1061,2057,Mar del Plata,Calle 1620,7614.0,Buenos Aires,BA
1062,2058,CABA,Calle 3953,9682.0,Buenos Aires,BA
1063,2059,Río Cuarto,Calle 56,7876.0,Córdoba,CBA
1064,2060,CABA,Calle 3070,7960.0,Buenos Aires,BA
1065,2061,Villa Carlos Paz,Calle 9605,6847.0,Córdoba,CBA
1066,2062,Mar del Plata,Calle 3216,6507.0,Buenos Aires,BA
1067,2063,CABA,Calle 8725,8058.0,Buenos Aires,BA
1068,2064,CABA,Calle 1691,7729.0,Buenos Aires,BA
1069,2065,La Plata,Calle 8766,9987.0,Buenos Aires,BA
1070,2066,Córdoba,Calle 3515,1599.0,Córdoba,CBA
1071,2067,Mar del Plata,Calle 6704,4425.0,Buenos Aires,BA
1072,2068,CABA,Calle 1947,1723.0,Buenos Aires,BA
1073,2069,Río Cuarto,Calle 2737,9020.0,Córdoba,CBA
1074,2070,Santa Fe,Calle 1640,5549.0,Santa Fe,SF
1075,2071,La Plata,Calle 5848,1440.0,Buenos Aires,BA
1076,2072,San Rafael,Calle 350,3819.0,Mendoza,MZA
1077,2073,CABA,Calle 2940,3172.0,Buenos Aires,BA
1078,2074,Mar del Plata,Calle 7365,1515.0,Buenos Aires,BA
1079,2075,Río Cuarto,Calle 3346,8074.0,Córdoba,CBA
1080,2076,Córdoba,Calle 7762,7136.0,Córdoba,CBA
1081,2077,Mar del Plata,Calle 6888,4469.0,Buenos Aires,BA
1082,2078,CABA,Calle 7121,5360.0,Buenos Aires,BA
1083,2079,Río Cuarto,Calle 8698,8422.0,Córdoba,CBA
1084,2080,Rafaela,Calle 8731,8357.0,Santa Fe,SF
1085,2081,La Plata,Calle 4575,1328.0,Buenos Aires,BA
1086,2082,La Plata,Calle 8773,3077.0,Buenos Aires,BA
1087,2083,Mar del Plata,Calle 8742,7465.0,Buenos Aires,BA
1088,2084,CABA,Calle 8832,1831.0,Buenos Aires,BA
1089,2085,Rafaela,Calle 1216,6556.0,Santa Fe,SF
1090,2086,La Plata,Calle 4279,3921.0,Buenos Aires,BA
1091,2087,CABA,Calle 2290,9486.0,Buenos Aires,BA
1092,2088,Córdoba,Calle 6917,6273.0,Córdoba,CBA
1093,2089,La Plata,Calle 5533,1447.0,Buenos Aires,BA
1094,2090,Rafaela,Calle 498,2328.0,Santa Fe,SF
1095,2091,Villa Carlos Paz,Calle 1610,1937.0,Córdoba,CBA
1096,2092,Villa Carlos Paz,Calle 5126,9257.0,Córdoba,CBA
1097,2093,Santa Fe,Calle 2610,9847.0,Santa Fe,SF
1098,2094,Mar del Plata,Calle 1256,9215.0,Buenos Aires,BA
1099,2095,La Plata,Calle 662,1430.0,Buenos Aires,BA
1100,2096,Córdoba,Calle 4281,6594.0,Córdoba,CBA
1101,2097,Mar del Plata,Calle 4507,7188.0,Buenos Aires,BA
1102,2098,La Plata,Calle 2446,6269.0,Buenos Aires,BA
1103,2099,Villa Carlos Paz,Calle 5082,1686.0,Córdoba,CBA
1104,2100,Río Cuarto,Calle 7697,4938.0,Córdoba,CBA
1105,2101,Río Cuarto,Calle 9147,1278.0,Córdoba,CBA
1106,2102,CABA,Calle 995,7417.0,Buenos Aires,BA
1107,2103,Rosario,Calle 9107,5286.0,Santa Fe,SF
1108,2104,San Rafael,Calle 2908,5079.0,Mendoza,MZA
1109,2105,Mar del Plata,Calle 3076,7548.0,Buenos Aires,BA
1110,2106,Mar del Plata,Calle 1074,5835.0,Buenos Aires,BA
1111,2107,Mar del Plata,Calle 5039,1339.0,Buenos Aires,BA
1112,2108,Rafaela,Calle 2139,4504.0,Santa Fe,SF
1113,2109,La Plata,Calle 1347,5777.0,Buenos Aires,BA
1114,2110,La Plata,Calle 4762,4753.0,Buenos Aires,BA
1115,2111,Mar del Plata,Calle 3064,2386.0,Buenos Aires,BA
1116,2112,La Plata,Calle 4585,4700.0,Buenos Aires,BA
1117,2113,Mar del Plata,Calle 8208,6432.0,Buenos Aires,BA
1118,2114,Mar del Plata,Calle 1009,1615.0,Buenos Aires,BA
1119,2115,Córdoba,Calle 4774,4423.0,Córdoba,CBA
1120,2116,Mar del Plata,Calle 4223,7467.0,Buenos Aires,BA
1121,2117,Rosario,Calle 1476,9621.0,Santa Fe,SF
1122,2118,Córdoba,Calle 8920,4950.0,Córdoba,CBA
1123,2119,Córdoba,Calle 8071,6292.0,Córdoba,CBA
1124,2120,La Plata,Calle 570,9272.0,Buenos Aires,BA
1125,2121,Santa Fe,Calle 6379,9592.0,Santa Fe,SF
1126,2122,CABA,Calle 3420,6481.0,Buenos Aires,BA
1127,2123,CABA,Calle 9785,7181.0,Buenos Aires,BA
1128,2124,Mar del Plata,Calle 8149,2961.0,Buenos Aires,BA
1129,2125,San Rafael,Calle 3502,3194.0,Mendoza,MZA
1130,2126,Mar del Plata,Calle 1162,2783.0,Buenos Aires,BA
1131,2127,CABA,Calle 6505,1432.0,Buenos Aires,BA
1132,2128,Santa Fe,Calle 3191,4532.0,Santa Fe,SF
1133,2129,CABA,Calle 7394,7852.0,Buenos Aires,BA
1134,2130,CABA,Calle 4817,1702.0,Buenos Aires,BA
1135,2131,Villa Carlos Paz,Calle 3894,8133.0,Córdoba,CBA
1136,2132,CABA,Calle 1909,1294.0,Buenos Aires,BA
1137,2133,Mendoza,Calle 8524,7518.0,Mendoza,MZA
1138,2134,Rosario,Calle 6329,2190.0,Santa Fe,SF
1139,2135,Mendoza,Calle 1638,6579.0,Mendoza,MZA
1140,2136,La Plata,Calle 8341,2782.0,Buenos Aires,BA
1141,2137,Villa Carlos Paz,Calle 6955,4454.0,Córdoba,CBA
1142,2138,Santa Fe,Calle 661,1081.0,Santa Fe,SF
1143,2139,Mendoza,Calle 5614,9660.0,Mendoza,MZA
1144,2140,CABA,Calle 3830,1874.0,Buenos Aires,BA
1145,2141,Villa Carlos Paz,Calle 296,2062.0,Córdoba,CBA
1146,2142,CABA,Calle 259,3713.0,Buenos Aires,BA
1147,2143,Rafaela,Calle 9385,7158.0,Santa Fe,SF
1148,2144,Rafaela,Calle 9907,2468.0,Santa Fe,SF
1149,2145,Mar del Plata,Calle 6000,3407.0,Buenos Aires,BA
1150,2146,Villa Carlos Paz,Calle 349,3869.0,Córdoba,CBA
1151,2147,CABA,Calle 4824,1897.0,Buenos Aires,BA
1152,2148,Córdoba,Calle 9141,2928.0,Córdoba,CBA
1153,2149,Rosario,Calle 7242,6070.0,Santa Fe,SF
1154,2150,San Rafael,Calle 3738,6337.0,Mendoza,MZA
1155,2151,Río Cuarto,Calle 2270,5664.0,Córdoba,CBA
1156,2152,Santa Fe,Calle 1931,6592.0,Santa Fe,SF
1157,2153,CABA,Calle 6656,8113.0,Buenos Aires,BA
1158,2154,Mar del Plata,Calle 6266,7667.0,Buenos Aires,BA
1159,2155,Mendoza,Calle 245,2609.0,Mendoza,MZA
1160,2156,Rafaela,Calle 5140,5127.0,Santa Fe,SF
1161,2157,Santa Fe,Calle 8872,9339.0,Santa Fe,SF
1162,2158,Córdoba,Calle 483,1016.0,Córdoba,CBA
1163,2159,Río Cuarto,Calle 7115,2025.0,Córdoba,CBA
1164,2160,La Plata,Calle 8256,4167.0,Buenos Aires,BA
1165,2161,Rosario,Calle 786,5575.0,Santa Fe,SF
1166,2162,Mar del Plata,Calle 1199,8424.0,Buenos Aires,BA
1167,2163,Rafaela,Calle 8550,7736.0,Santa Fe,SF
1168,2164,La Plata,Calle 3613,1275.0,Buenos Aires,BA
1169,2165,Mar del Plata,Calle 4613,8356.0,Buenos Aires,BA
1170,2166,Villa Carlos Paz,Calle 2131,1318.0,Córdoba,CBA
1171,2167,Rafaela,Calle 8063,7299.0,Santa Fe,SF
1172,2168,San Rafael,Calle 9860,7509.0,Mendoza,MZA
1173,2169,Villa Carlos Paz,Calle 1101,8436.0,Córdoba,CBA
1174,2170,CABA,Calle 5148,4319.0,Buenos Aires,BA
1175,2171,Godoy Cruz,Calle 1782,8606.0,Mendoza,MZA
1176,2172,CABA,Calle 1666,1007.0,Buenos Aires,BA
1177,2173,La Plata,Calle 3899,3168.0,Buenos Aires,BA
1178,2174,Mar del Plata,Calle 5652,4575.0,Buenos Aires,BA
1179,2175,Mar del Plata,Calle 8933,1805.0,Buenos Aires,BA
1180,2176,Santa Fe,Calle 783,9360.0,Santa Fe,SF
1181,2177,Mendoza,Calle 7065,4874.0,Mendoza,MZA
1182,2178,La Plata,Calle 1665,3322.0,Buenos Aires,BA
1183,2179,Villa Carlos Paz,Calle 8412,1229.0,Córdoba,CBA
1184,2180,Villa Carlos Paz,Calle 9651,4168.0,Córdoba,CBA
1185,2181,La Plata,Calle 2812,9049.0,Buenos Aires,BA
1186,2182,La Plata,Calle 3796,9442.0,Buenos Aires,BA
1187,2183,La Plata,Calle 6692,8366.0,Buenos Aires,BA
1188,2184,Mar del Plata,Calle 9644,7599.0,Buenos Aires,BA
1189,2185,Mar del Plata,Calle 1001,7636.0,Buenos Aires,BA
1190,2186,Rosario,Calle 254,9857.0,Santa Fe,SF
1191,2187,CABA,Calle 2957,6372.0,Buenos Aires,BA
1192,2188,La Plata,Calle 5998,2718.0,Buenos Aires,BA
1193,2189,CABA,Calle 1194,2191.0,Buenos Aires,BA
1194,2190,La Plata,Calle 7483,4853.0,Buenos Aires,BA
1195,2191,Río Cuarto,Calle 4732,3078.0,Córdoba,CBA
1196,2192,Rosario,Calle 9916,9884.0,Santa Fe,SF
1197,2193,San Rafael,Calle 4109,5884.0,Mendoza,MZA
1198,2194,Rafaela,Calle 8392,2376.0,Santa Fe,SF
1199,2195,Mar del Plata,Calle 8941,8231.0,Buenos Aires,BA
1200,2196,CABA,Calle 3855,7397.0,Buenos Aires,BA
1201,2197,Mar del Plata,Calle 3060,5503.0,Buenos Aires,BA
1202,2198,Rafaela,Calle 1041,9108.0,Santa Fe,SF
1203,2199,Mar del Plata,Calle 2457,9287.0,Buenos Aires,BA
1204,2200,Córdoba,Calle 2122,9092.0,Córdoba,CBA
1205,2201,Rafaela,Calle 5215,7530.0,Santa Fe,SF
1206,2202,Córdoba,Calle 6041,1489.0,Córdoba,CBA
1207,2203,Santa Fe,Calle 6242,8481.0,Santa Fe,SF
1208,2204,CABA,Calle 2752,6613.0,Buenos Aires,BA
1209,2205,CABA,Calle 8579,4213.0,Buenos Aires,BA
1210,2206,Mar del Plata,Calle 4820,3180.0,Buenos Aires,BA
1211,2207,Villa Carlos Paz,Calle 6413,6573.0,Córdoba,CBA
1212,2208,CABA,Calle 5372,8918.0,Buenos Aires,BA
1213,2209,Godoy Cruz,Calle 6375,7613.0,Mendoza,MZA
1214,2210,Rosario,Calle 5626,2674.0,Santa Fe,SF
1215,2211,Rafaela,Calle 1741,7049.0,Santa Fe,SF
1216,2212,Mar del Plata,Calle 8023,6314.0,Buenos Aires,BA
1217,2213,Villa Carlos Paz,Calle 4708,4181.0,Córdoba,CBA
1218,2214,Córdoba,Calle 8394,8884.0,Córdoba,CBA
1219,2215,CABA,Calle 8545,5409.0,Buenos Aires,BA
1220,2216,La Plata,Calle 3444,6328.0,Buenos Aires,BA
1221,2217,La Plata,Calle 5371,3842.0,Buenos Aires,BA
1222,2218,Córdoba,Calle 6873,4901.0,Córdoba,CBA
1223,2219,La Plata,Calle 751,3452.0,Buenos Aires,BA
1224,2220,CABA,Calle 577,7273.0,Buenos Aires,BA
1225,2221,Mendoza,Calle 9695,3156.0,Mendoza,MZA
1226,2222,La Plata,Calle 2127,7589.0,Buenos Aires,BA
